,Yelp URL,Rating,Date,Review Text,Name
8577,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/5/2015,"I am obsessed with Sprinkles! I've heard a lot of people say that they think it's overrated and expensive, but I absolutely love their cupcakes and think that the price is worth it because I haven't tasted anything I enjoy more. I'd say try it at least once and be a judge of it yourself. My absolute favorite is their red velvet cupcake, but I've also tried many others including their black and white, strawberry, cinnamon sugar, salted caramel, and coffee. All of which I recommend. I love this particular location because it's at the linq and they serve ice cream too! I ordered the cupcake sundae (I think that's what it's called) with a red velvet cupcake paired with coffee ice cream and it was bomb! They also have a cupcake atm right outside. TIP! - Whenever I go to any Sprinkles location I check Twitter, Instagram, or Facebook for any secret words that Sprinkles may have posted for the day. Sometimes you can get a free cupcake or scoop of ice cream!",sprinkles-las-vegas-las-vegas
11524,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,2,9/5/2015,"Always heard about Mitchell's, people raving about it. Whenever I pass it by, I see lines are out the doors. ""This must be darn good ice cream/frozen yogurt"" I keep saying to myself. Well, I finally got my opportunity to try this high demand ice cream...no lines, straight to the front. I decided to try the taster's duo...my choices? Campfire S'mores and Blue Cosmo. It was definitely a weird combination mashed together, ugh especially when it started to melt. I actually thought I was going to be wowed...kind of like when I have my Cold Stone Creamery Oreo Overload this is so amazing reaction. Nope...didn't happen for me. I was just ice cream...ice cream that I can get at the grocery store. Didn't quite understand what the big deal about this place. I feel that it is extremely overhyped. Price wise...inexpensive, which is a good thing. I guess when it is not crowded and you are craving for some ice cream while you are out and about in Ohio City I guess you can take $4 bucks and get a frozen treat. Otherwise, I'll just stop by the store and grab some ice cream and go home.",mitchells-homemade-ice-cream-cleveland-cleveland-2
4154,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/5/2015,"Love Amelie's! It is so quaint, everything is delicious from the sweets to the food.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
12131,https://www.yelp.com/biz/prestis-bakery-cleveland,5,9/5/2015,"Presti's is one of my favorite places in Cleveland! I went here all the time when I lived in little Italy. They have a huge variety of pastries ranging from m&ms cookies to fancy miniature cheesecakes. They also serve a variety of lunch type foods, like sandwiches, stromboli and pizza by the slice. OH, and of course there's the gelato! So yummy! There really is something for everyone here. Word of warning though, they are usually quite busy! Make sure to take a number before looking at all those pastries. :)",prestis-bakery-cleveland
16194,https://www.yelp.com/biz/churn-phoenix-3,4,9/5/2014,"Great root beer float, but no frozen yogurt as listed in the description. Disappointed.",churn-phoenix-3
6050,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,1,9/5/2013,"HORRIBLE customer service ever. My husband and I were in Vegas for vacation this summer (June 2013) and our first morning we went for coffee at Bouchon. We were surprised when we saw the coffee mug given to us. One of the coffee cup had disturbing Racist comments written over it. We were shocked but did not wanted to argue with the servers. We went directly to the hotel concierge and the manager was called. They were shocked to read it too. The hotel security was called and a complaint was filed against the bakery staff. We were told that the matter would be investigated and someone from the bakery will contact us within 24 hours. We were there for 4 days and never ever heard back anything. Our whole vacation was spoiled because of this disturbing experience. After about 3 weeks when I called the bakery manager she admitted that she was aware of the situation and started making stories that it was the customer's fault. When I told her that I was the customer, she completely flipped and said ,""oh let me investigate and call you back."" Since then I have never ever heard anything from them. The WORST customer service I have ever seen in my life !!!!!",bouchon-bakery-las-vegas-10
5555,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/5/2013,"This is the right Bouchon Bakery location to visit at The Venetian. Without getting lost in the belly of the Venetian beast, you can easily get here as it's right on the Strip. There's such an incredible amount of their delicious baked goods. Kougin Aman is fantastic as are their Sticky Buns. I can never get enough of Bouchon Bakery in Yountville and I'm so glad to have mapped out the route to easily get to this location while in Vegas. It's as good as it gets!",bouchon-bakery-las-vegas-10
7518,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/5/2013,"I spent 15 years in the flavor business, specializing in Ice Cream. This place is #1, in my book. The Madagascar Vanilla is supurb. The Real Mint Chip is made with locally grown mint leaves instead of mint oil or flavor, and they have this Lavender ice cream that is beyond description. The flavor starts out light, almost unnoticeable. Then it slowly grows in intensity and becomes this unbelievable tongue massage of flavor, with a clean aftertaste. It's simply the most well behaved flavor I've ever had, after Vanilla.",sweet-republic-scottsdale-2
12816,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,5,9/5/2010,"I usually say that frozen custard is superior to ice cream in all cases, but for Chocolate Shoppe I may have to make an exception. They have many flavors, some they have out all the time but quite a few rotate on a random basis. They also have a big selection of stuff like frozen yogurt, soy ice cream, and italian ice. The state street location also has a CRAZY ASS AWESOME alien/sci fi mural on the wall. The rest of the place is meh, not so cute, but the mural is freaking awesome. You can look at the mural while eating your ice cream.",chocolate-shoppe-ice-cream-madison-2
5557,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,4,9/5/2009,"As good as the Bouchon Bakery locations in Yountville and New York City. Conveniently located right outside the guest elevators in the Venetian. It was easy to pop downstairs and grab some pastries and coffee and take them back upstairs for breakfast - cheaper and tastier than room service. Had the cheese danish, croissant, yogurt parfait, an almond brioche, a strawberry croissant, and a raspberry macaron. Everything was delicious. Bouchon macarons are probably the best I've had in the US. The service was a little on the snotty side, but I've actually found that to be the case at the other two Bouchon Bakery locations too. Weird.",bouchon-bakery-las-vegas-10
5547,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/5/2007,"As I stumbled up to my suite @ 7am, I managed to plop $3.50 on a strawberry almond croissant and boy did it hit the spot: flakey, fresh strawberries with a hint of almond & sweetness.",bouchon-bakery-las-vegas-10
11353,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/4/2021,"This ice cream spot was amazing. My girlfriend and I were just driving around, while visiting Cleveland, and we stumbled upon this place. The outside entrance of the building looked so cool, that we had to try it. Plus it was a very hot summer night, and some ice cream sounded about right. We noticed right away there was a long line to order, so right off the bat we knew that was a good sign. I ordered a waffle cone with chocolate peanut butter cup flavor. It was delicious. I loved their peanut butter chocolate combo. My girlfriend went with a cup with three different scoops. She had cookies and cream, wildberry, and smores. Each flavor was excellent and so good. Their ice cream really hits the spot. Some of the best ice cream I ever had. This place is a must visit, if your in the mood for some good ice cream.",mitchells-homemade-ice-cream-cleveland-cleveland-2
16227,https://www.yelp.com/biz/donut-bar-las-vegas,1,9/4/2021,"Let's start with the fact that this place is located in the druggy, addicted to crack section in downtown Las Vegas. Wife and kids stayed in the car while I got out to go make my purchase. I bought their, ""famous"" crÃ¨me brÃ»lÃ©e donut. Paid $9 for three of them. For that price I thought I would get the best donut I've eaten in my life. What I did get is the cheat you for your money version of a donut. The donut should be called empty oily bread with sugar top BrÃ»lÃ©e . If it wasn't for the fact I had to run away from that area to not get robbed or stabbed on the way to the car I would've returned to give them back the crap I bought. Go to Dunkin' Donuts, you get the same crap for half the price...",donut-bar-las-vegas
6097,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/4/2021,This is pretty much the best place for hand made ice cream. If you are going there one should definitely try their dough melt. It is the best concept ever. They will put a scoop of your choice of flavor between a hot bun. The combination is OMG! This is a must try if you are in the city.,novel-ice-cream-phoenix
4735,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,4,9/4/2021,"Whenever I stay at Venetian, I always come here for coffee and pastries in morning. They're located near the elevator which is dangerously convenient. There's usually a line, but moves fairly quick. Their almond croissant and danish pastries are so yummy. It's perfect treat to start your day and goes nicely with their delicious coffee. Staff is really friendly and helpful. Macarons are excellent as well. My favorites are pistachio and passion fruit. In addition to pastries and desserts, they also have sandwiches, oat meal and yoghurt to start your day. Everything taste fresh and good quality. Highly recommend you check them out when you're in the Venetian.",bouchon-bakery-las-vegas-10
14635,https://www.yelp.com/biz/jarlings-custard-cup-champaign-4,4,9/4/2021,"Saw all the people in line and wanted to try something new. You can customize or get basic flavors. We got chocolate and vanilla on waffle cones with 2 scoops, more than enough! Great bench seating outside to enjoy your dessert . Make sure you park across the far side of the lot or you will get stuck behind the long drive through line!",jarlings-custard-cup-champaign-4
8971,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,4,9/4/2020,"If I call it a hidden gem then everyone will know about it and it won't be hidden... so I'll just call it a ""gem"" and move on :-) Located on the backside we were biking through the area via the trails and needed a little sweet treat. With the summer heat, it's a great refresh!! Stopped in to have a combination of ice cream, shakes, and some gelato. During COVID and social distancing is enforced along with facemasks. We were all undecided but they had patience and clearly we weren't the first to stare and figure out what we wanted. During COVID you can't do any testing, which blows, but we get it. Never the less, the choices we got we all spot on and refreshing. I like how it wasn't ""overwhelming"" in size and price so it was a good fit. Would recommend if your looking to satisfy your sweet craving during the day.",fatty-daddys-scottsdale-5
19148,https://www.yelp.com/biz/caff%C3%A9-bene-urbana-3,1,9/4/2020,"After the updated COVID-19 procedures the University placed on restaurants, I expected that Cafe Bene would follow the new rules. I even called ahead of going in to do work as I wanted to make sure they were still open and still sanitizing. However, I am sitting in the cafe right now and there are multiple people without their proper face coverings/masks on with no food or drinks on the table. Additionally, I saw the manager/owner walk by and employees going by and saying nothing. I am extremely uncomfortable and am going to report this as a concern for safety to the University. This is absolutely not okay for a business to do at this time, especially with cases of COVID-19 rising.",caff%C3%A9-bene-urbana-3
15445,https://www.yelp.com/biz/churn-phoenix-3,5,9/4/2020,"Super yummy and delicious ice cream and treats! Following all Covid procedures (limiting customers inside, spaced out line, masks, gloves, etc)!",churn-phoenix-3
18977,https://www.yelp.com/biz/the-batchmaker-charlotte,5,9/4/2020,"These cookies are delicious I was gifted 3 cookies in the cutest pink box. I just couldn't believe how beautiful and tasty the cookies are and even freeze well I have one more left. I had to pace myself the s'mores cookie, orange pistachio and chocolate chip are just amazing fresh buttery goodness!",the-batchmaker-charlotte
2427,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,2,9/4/2019,"I have to say coming from Ohio where I know where the original Handles originated, I am apalled at the fact I was asked if I had a child present with me when I ordered a child sized cone of vanilla ice cream with the rest of my order. I was taking my order for my family home, and because I didnt have a child present with me I was told they could not sell me a child size cone of vanilla ice cream. Riley was our cashier. I'm sure this is not her fault, but a result of being told she could not, since she repeated how she could not sell us the child size cone if our child was not there. I would appreciate if I am a paying customer and I am ordering from a menu you advertise with options that I can choose from, that you not embarrass me, nor make me feel inadequate while making my purchase. We asked for a specific size for a specific reason. Nothing was asked for free and was part of a full order, to go. I am strongly debating to return to this establishment which was one of our favorites here in Vegas that made us feel closer to home. I was surprised I still ate my ice cream with how disturbed I was. I work in the food industry and have never seen this type of service to a customer. Especially from a Handle's.",handels-homemade-ice-cream-and-yogurt-las-vegas-3
10993,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/4/2019,"This is some top quality Ice Cream! The flavors and ingredients are so different yet something for everyone, and you can just tell the ingredients are fresh. I tried the FrosÃ© and the Lavender berry something - I cant remember. But both were AMAZING! Depending on the time you go, there can be a long line but we only waiting about 8 min.",jenis-splendid-ice-creams-charlotte-2
2039,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,1,9/4/2019,"We have been back to Handel's a few times with disappointing customer service on multiple occasions. We waited in line for approximately 20 minutes on each trip. My boys received Handel's gift cards for their birthday. We went over to get their birthday treats and they told me their gift card machine was broken. Um ok. Way to make that money Handel's. I coughed up the cash. We returned, again, to use their gift cards. I was told their was no money on the gift cards. I coughed up the cash again. If you read my previous review, I got a different ice cream than I ordered. This time, I ordered a cup, I got a cone. Fool me twice, wait three times....we won't go back.",handels-homemade-ice-cream-and-yogurt-las-vegas-3
11456,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/4/2019,"Mitchell's is one of the Greater Cleveland area's greatest staples, and they have a flavor for everyone. Mitchell's is not only delicious, but offers ice cream made with the BEST ingredients, all locally sourced and high quality. They pay their workers a fair wage & those workers are always positive with smiling faces! They are always gracious when I forget to ask for whipped cream (the best whipped cream, btw). And they offer pints and quarts in the store to take home & enjoy on the couch! They also offer water out on the counter for people to self-serve which is SO great...Mitchell's keeps me coming back for more, at least once a week.",mitchells-homemade-ice-cream-cleveland-cleveland-2
16808,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/4/2019,"Don't miss Donut Bar on your next visit to Las Vegas! I first heard about it on the YouTube channel SayHiToMatthew and checked it out two days ago over Labor Day weekend. The staff is very friendly and helpful and the donuts are amazing. The shop is located in the downtown area which I normally try to avoid because of parking issues and vagrants wandering the streets, but it was worth the visit. I had a donut nearly as big as my head that was topped with chocolate, cinnamon and marshmallows and tasted like Mexican hot chocolate. So good!",donut-bar-las-vegas
11345,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/4/2019,"I'm a huge Mitchell's fan and I'm a vegan - that should really tell you something since they only have 4-5 vegan flavors (2 sorbet, 1 seasonal) in their giant selection of amazing flavors! This location is especially great - located in an old movie theater, in one of the hippest neighborhoods of Cleveland, where you can watch the ice cream being made while enjoying it yourself! They also have upstairs and outdoor seating. That should be enough to convince you to run right over and get a scoop! (or two.. or a pint to take home..)",mitchells-homemade-ice-cream-cleveland-cleveland-2
16528,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/4/2018,Super delicious donuts. Make for a great sweet pick-me-up when downtown. Friendly staff and within walking distance of all the downtown hotels.,donut-bar-las-vegas
1478,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,1,9/4/2018,"This place was difficult to find. GPS was a monster and had us walking around for about an hour. We used both an iPhone and a Samsung to map this and it was super confusing on both, and no one who worked at the hotels seemed to know where it was. These pastries were expensive. When we got back to our room it was clear they had not been refrigerated, which is fine for cookies but I am fairly certain that buttercream should be refrigerated. The cake tasted ok but not great. I put my cake in the room's fridge and ate it the next day. It tasted better cold, but there was still the issue of it not being refrigerated in the first place. The cake was fairly bland. I got the rainbow cake and felt like it could have had more flavor. But it tasted like basic white cake and food coloring. For the amount of time it took us to find this place, and for around $8 for one slice, it should have tasted more exciting. I bought my son a cookie, sugar cookie with sprinkles. It was $3. Which was the least expensive thing there. But I've purchased the same type of cookie at a Mexican bakery for 50¢, super I wasn't thrilled about spending so much money on a child's cookie, but prices weren't clearly visible and there is pressure to order quickly. My friend ordered a cup of milk. She got about 8 oz or milk. They charged her about $3. Which is more than the price for a gallon of milk. They also gave her milk that was sitting on the counter (God only knows how long it was unrefrigerated), the last bit from the jug, and mixed it with a new jug of milk. This probably only creeps me out to mix milk, but I thought I would add it since I am on a roll. As someone who worked in food service for years I think many of their non refrigeration practices are kinda gross and a potential health hazard. I wasn't impressed with this place at all",carlos-bakery-las-vegas-3
6796,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/4/2018,"Novel is the BEST (by far) dessert in Phoenix! Whether you prefer a simple scoop or a treat with all the fixings, Novel has you covered. Brandon is incredibly knowledgeable and passionate about his ice cream and the shop he runs. We have been coming to Novel since the beginning and will continue to bring all out of town guests and friends to this shop!",novel-ice-cream-phoenix
11146,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/4/2018,Good homemade style ice cream. There is often a long line. Pro-tip: your local Publix sells a limited selection of Jeni's pints for a few dollars less.,jenis-splendid-ice-creams-charlotte-2
2837,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/4/2018,Have been to a few other locations & always love the pastries. Kind of sucks that they were out of the fall flavors I wanted to try this time though. Knowing they are a 24/7 shop I think they should be prepared with plenty of inventory. Coffee was pretty good though.,am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
10608,https://www.yelp.com/biz/jack-frost-donuts-cleveland,5,9/4/2018,Best donuts in town. Big variety to choose from. Be sure to get there early because the popular donuts go fast. My favorite are the raspberry grizzled ones.,jack-frost-donuts-cleveland
13827,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,3,9/4/2017,"I really wanted to like this place, but it's not for me! Everything I had was a little too sweet and buttery. The crackpie soft serve was so rich and sweet I could not finish it. The crackpie itself was served cold, I didn't know that and it was too buttery, so were the cookies I had. I actually preferred the crackpie I made myself at home with the pie mix cause it was warm. I tried my friends cereal milk soft serve and it was pretty good and not as sweet.",milk-bar-las-vegas-las-vegas-3
15794,https://www.yelp.com/biz/churn-phoenix-3,5,9/4/2017,"Every time that I've came here it has been a great experience! The workers are wonderful and friendly, and the icecream is delicious!!",churn-phoenix-3
8681,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/4/2016,"Seriously so, so good. My favorite is just plain ol' white with white frosting, but I've never had a bad cupcake or cookie here! Yum!",sprinkles-las-vegas-las-vegas
1041,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2,9/4/2016,"Twice now, treats from this joint have given my family food poisoning. They have a sign saying to keep everything you purchase refrigerated, so I imagine this is an ongoing problem. First, my husband got sick off a cookie six months ago. This morning my daughter is sick after have a cupcake for dessert last night. Never again. Obviously they have an issue if they expect everyone to eat cold pastries. Maybe they need to cook things properly in the first place. Have heard from a friend she and her family have become ill after eating here. Too bad, had hoped it was just my family. Feel for people on vacation who get sick here.",carlos-bakery-las-vegas-3
16953,https://www.yelp.com/biz/donut-bar-las-vegas,4,9/4/2016,"Don't even ask <a href=""/redir?url=http%3A%2F%2Fme.how&s=0ee981cd3f2ba6a27f4faa2c46bfc6763631c51b9d47b406632b24f69b7f3d63"" target=""_blank"" rel=""nofollow"">me.how</a> many times I've been here. Okay. Just 3 times. The creme.brulee is a vegan donut that has a candy like carmelized consistency on top of it with a vegan made custard in that sucker. It's my fave out of all the donuts! For some reason when I bite into it-it reminds me of a Filipino dessert. Sometimes the top may taste a bit burnt minus it actually being burnt. You'll know what I mean when you try it. Weekends they give away free themed donuts to the kiddos. Nothing like seeing your 3 year old elated to bite into an angry bird, minion, or even an avenger. But nothing like imagining a parents face knowing your child is about to bite into his last chunk of sugar for the month. Lol. I'm afraid to admit I've tried a lot of the stuff they have to offer and overall, think they're all right. Nothing worth setting your alarm to, although, coming in early would be ideal because duh...the fresher the better. Everyone knows going to any kind of bakery towards closing won't get the best bite. The big poppa tart donut they're raved about or known for is all right...says the person who can tolerate only so little sugar in one sitting. The one I've had was actually dry. =/ Overall, I'd still pop in on a Saturday morning with the fam...take our our donuts then walk over to the container park where the kids can release the sugar they just swallowed. Makes for a nice morning with the fam. It's worth giving it a try. I prefer this spot over Pink Box for sure...mainly because of their vegan. I dont think theyre one of those must cross the desert for. If you happen to be by and feel like a donut, then definitely give them a try. But if youre coming without a donut craving at all, then more than likely you'll find them to be all right and overhyped. Long lines some mornings. I'd skip bringing the stroller in if possible. But if you must...then you must...especially if you're in then out. Their strawberry milk on tap was pretty deelish too! And something I've learned...these donuts have beers out there that pair really well together. Mind blown.",donut-bar-las-vegas
17027,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/4/2016,"So many choices - with none of ours leaving us with regret. Grabbed some donuts to go after having some breakfast at EAT, and noshed on them later that day. They were serving french toast donuts that looked pretty good too. Would recommend if you're looking to satiate that sweet tooth!",donut-bar-las-vegas
7510,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/4/2016,Campfire Smores sundae is to DIE for if you like all that this lovely delight has to offer. If you are more of a toffee person then the Toffee Bonifi is for you!! I have been coming here now for over 3 years regularly. I love their ice cream flavors and the menu selections are great. The staff needs to be more customer focused. It always seems like the staff is either tired or just not into providing excellent customer service to those coming into the business. The owners are hardly ever to be seen in their own business operation which I think may improve customer service if they saw how there staff reacted to their customers.,sweet-republic-scottsdale-2
2397,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/4/2016,Love this place !! I tried the 4 scoop sample.. You cannot go wrong with any type of ice cream you choose.,handels-homemade-ice-cream-and-yogurt-las-vegas-3
9538,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,3,9/4/2016,"I have only been there once, and I was disappointed. They didn't have any macaroons, and the ice cream looked sparse.",fatty-daddys-scottsdale-5
9406,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,5,9/4/2016,Fat Daddy's is what South Scottsdale was lacking for years! Dairy Queen not being real ice cream was all to be found until....FDIC came into town to smash them down! The milkshakes here are super good! The Fat Daddy single is awesome. You get to pick your macaroon flavor too to go with your ice cream. The seating area is small so best to go earlier than later. Great place to pop into though for a sweet those with a sweet tooth then head home and enjoy with a good movie!,fatty-daddys-scottsdale-5
3787,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/4/2016,"Wow! From picture frames, to ceiling high french props, amazing scenery... Not to mention the atmosphere. Definitely a must come to when craving some treats! No matter the time or occasion. The prices may be a tad high, but just the experience is worth it. Not to mention the best caramel salted brownie treats! Love Amelie's, def coming back!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
7704,https://www.yelp.com/biz/sweet-republic-scottsdale-2,3,9/4/2015,Not sure what all the hype is about. It is pretty expensive and not really a standout. Average is the best description. I give it 2.5 stars.,sweet-republic-scottsdale-2
11743,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/4/2015,"OMG, this is the best ice cream that have ever had. Thank god Mitchell's isn't around the corner from where I live. My absolute fav is the pistachio,ummmmmmmmmm. My daughter had me addicted to this place. The staff is always friendly & the store is always neat and clean.",mitchells-homemade-ice-cream-cleveland-cleveland-2
368,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,9/4/2015,"The bakery is across from Buddy's large restaurant that has a great view of the strip. The bakery is a little small, but the cannolis and lobster tail were very good. Not too sweet, just how I like my desserts. The lobster tail tasted like a cream puff but even better. I didn't get to try an actual cake, but they looked just as good. Tasted better than some desserts I tried at Bacchanal at Caesar's!",carlos-bakery-las-vegas-3
3160,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/4/2015,"Amelie's is one of my favorite places to go when I'm in Charlotte. I'm a sucker for all baked goods and coffee, and this place is open (and busy) at all hours, so it's a perfect spot after a concert. I've never been here at a time that there wasn't a line stretching the entire building. It's not ideal for someone in a hurry, but if you can afford to wait in line, it's worth it. I've yet to try anything that I didn't like. The tarts are wonderful, and I don't know anywhere else to get French macarons. (I've read other reviews that suggested the French macarons are too tough or hard; mine had a perfectly crisp outer layer and spongy interior.) The eclairs are excellent as well. I love croissants, and these don't disappoint. One downside: the price of the pastries and baked goods. A bite-sized tart runs $2.50, and a 4 inch tart is $4.50. Macarons are $2.50 per cookie. The coffee and tea are great and very reasonably priced (much cheaper than Starbucks and a little cheaper than many other cafes). The baristas are quick and prepare the coffee well. The menu food is decent as well. It's not what I come here for, though. The only other negative is that the service is much less friendly than the typical cafe. The employees are so concerned with moving the line quickly that they get snippy if you have a question (especially about flavors or prices of items that aren't labeled). But I suppose if they took time to be friendly, the wait times would be much longer and they'd lose business. For friendly service and a smile, I'll stick with my small local cafes.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
7369,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/4/2015,I love Sweet Republic's gourmet flavors.. it's a little pricier than average but worth every penny! I usually get my ice cream to go but I sat down to eat it this time around and I couldn't help but notice how cohesive and energetic the workers were! The girl who scooped my ice cream never lost the smile on her face and was super knowledgeable about the product. The ice cream was good but the overall atmosphere made my experience that much more worth while! I'll definitely be sitting in more often.,sweet-republic-scottsdale-2
11569,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/4/2015,"Amazing! Stopped in after checking out a few of the local brew pubs while enjoying an evening in Cleveland. This place surpassed all expectations that I had of an Ice Cream shop. I tried the Smores and my wife got the salted caramel they were both amazing though the caramel is a much better option. The aesthetic here is pretty cool as well being in an old theatre, keeping the marquee. Once inside you can see the vats and kitchen where they make the ice cream which is pretty awesome as well.",mitchells-homemade-ice-cream-cleveland-cleveland-2
4089,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/4/2015,"Love this place. Very eclectic. Always good food. The drinks are small, but that's only a problem because they are delicious.everything I have ever had there is great!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
14655,https://www.yelp.com/biz/jarlings-custard-cup-champaign-4,5,9/4/2015,Everything I've tried from here hit's the spot. I wish they'd stay open year round.,jarlings-custard-cup-champaign-4
8579,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/4/2015,My favorite late night spot in Vegas! The cupcake atm is so much fun and the cupcakes are always delicious! I go here at least one every time I visit Las Vegas. Definitely would recommend!,sprinkles-las-vegas-las-vegas
3745,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/4/2014,"Very ""NoDa"" type place. good amount of places to sit, but places is always packed so you might have to wait awhile for a seat. Prices are a bit high, but that is to be expected at a fresh french bakery. Leek soup and ham sandwich is awesome. baked goods are beautiful and good. haven't had anything spectacularly good but no actual complaints. I've been here a few times and will continue to come back.",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
956,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,9/4/2014,Maybe it's because I was born and raised in Hoboken and was able to enjoy these pastries with no line before the fame so I may be biased. The pastries fir years have been amazing so I never mind the wait. To me it taste awesome but it's a taste of my childhood and I would wait online to recapture that moment. The line is not that bad for what you get. Lobster tail and cannoli was great!!! Everything there is great!!!!,carlos-bakery-las-vegas-3
14725,https://www.yelp.com/biz/jarlings-custard-cup-champaign-4,5,9/4/2014,"Jarlings Custard cup.. quite the Urbana Champaign institution it is. And deservedly so. It is only open part of the year, so its a question of making hay when the sun shines. There are long lines, cash only (till recently I think), but the custard is creamy, fresssh! and so worth the wait. They have a huge menu with all sorts of floats, sundaes and ice cream sandwiches but good ol' custard is something you just cannot beat!",jarlings-custard-cup-champaign-4
13,https://www.yelp.com/biz/sidney-dairy-barn-sidney,3,9/4/2014,"Local Dairy Barn that served your typical traditional American dairy products. The ice cream was itself was so rich that I could taste the milk. If you just simply want an ice cream or something simple, this is definitely a good place to go. But personally I see nothing too special about the place. There's ample amount of parking in their private lot, but expect there to always be full of locals populating the area. When in doubt, just make your own parking spot. I know I did",sidney-dairy-barn-sidney
19433,https://www.yelp.com/biz/daily-scoop-in-memorial-union-madison,5,9/4/2012,"Best ice cream in the world. My favorites are the orange custard chocolate chip, blue moon, and a strawberry/mint mix. And there's no better place in the world to eat ice cream than in the back of the Union with the sound of live music, people chattering away, ducks waddling around and the sailboats floating in Lake Mendota.",daily-scoop-in-memorial-union-madison
5904,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/4/2010,"Best coffee in the city. For a fresh take, have them add a shot of coconut syrup to your joe. The French macaroons, the strawberry croissants, and the current scones are to die for. Cookies are good fare but not ""the bomb."" Also, the vegetable bread lacked some taste. Stick with the ciabatta with goat cheese on top. Ham and cheese sandwiches are pricy but yummy. Staff always is professional anc courteous.",bouchon-bakery-las-vegas-10
5965,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,2,9/4/2009,3.95 for a regular croissant????? Get real! And it wasn't even that good. I've had better at Lee's sandwich or even La Madeleine. Though they did have fresh squeezed orange juice... but I think they may have added some sugar. Boo... I was hoping to eat a great croissant each morning. Maybe if it came out fresh... I totally forgot to try the chocolate one though.,bouchon-bakery-las-vegas-10
