Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2018,3,Jujuy,33.363,10.856,32,641,43,44.935
2018,3,La Pampa,12.415,54.574,8.437,7.011,987,83.424
2018,3,La Rioja,16.587,34.984,13,253,35,51.872
2018,3,Mendoza,151.033,40.205,5.744,8.195,1.852,207.029
2018,3,Misiones,56.290,50.793,512,391,56,108.042
2018,3,Neuquén,46.602,54.129,998,12.277,2.712,116.718
2018,3,Río Negro,68.590,33.474,1.252,5.051,5.125,113.492
2018,3,Salta,76.600,53.980,678,234,1.391,132.883
2018,3,San Juan,54.025,5.838,826,2.744,1.048,64.481
2018,3,San Luis,11.096,7.784,368,52.859,2.314,74.421
2018,3,Santa Cruz,18.606,4.574,585,6.238,3.996,33.999
2018,3,Santa Fe,339.126,312.866,11.749,16.337,15.022,695.100
2018,3,Santiago Del Estero,25.805,58.789,23,1.662,81,86.360
2018,3,Tierra Del Fuego,19.365,22.649,1.502,1,2.047,45.564
2018,3,Tucumán,161.209,9.280,110,252,315,171.166
2018,2,Buenos Aires,1.450.203,1.807.868,143.626,71.256,27.746,3.500.699
2018,2,Capital Federal,342.431,977.916,35.610,3.908,9.321,1.369.186
2018,2,Catamarca,27.444,4.415,15,1,2.214,34.089
2018,2,Chaco,54.134,40.750,562,1.946,1.129,98.521
2018,2,Chubut,58.935,19.591,1.239,14.070,6.729,100.564
2018,2,Córdoba,345.141,327.636,13.832,16.355,10.109,713.073
2018,2,Corrientes,56.541,39.715,201,1.468,32,97.957
2018,2,Entre Ríos,104.811,80.376,2.405,12.313,80,199.985
2018,2,Formosa,23.543,7.311,18,13.625,57,44.554
2018,2,Jujuy,33.571,10.856,23,640,43,45.133
2018,2,La Pampa,12.416,53.587,8.420,7.011,987,82.421
2018,2,La Rioja,16.663,34.984,13,253,35,51.948
2018,2,Mendoza,152.938,36.872,3.084,6.206,1.852,200.952
2018,2,Misiones,57.265,47.923,512,391,56,106.147
2018,2,Neuquén,46.633,52.855,998,12.649,2.713,115.848
2018,2,Río Negro,68.667,32.795,1.252,4.396,5.125,112.235
2018,2,Salta,78.386,53.478,678,234,1.391,134.167
2018,2,San Juan,54.080,5.068,826,3.079,1.048,64.101
2018,2,San Luis,11.104,7.666,368,16,2.314,21.468
2018,2,Santa Cruz,18.615,4.474,585,6.734,3.997,34.405
2018,2,Santa Fe,337.934,304.349,11.354,15.801,15.114,684.552
2018,2,Santiago Del Estero,26.074,55.935,23,1.662,81,83.775
2018,2,Tierra Del Fuego,19.372,22.756,531,1,2.047,44.707
2018,2,Tucumán,160.315,8.965,110,252,315,169.957
2018,1,Buenos Aires,1.452.061,1.793.884,133.928,64.379,31.194,3.475.446
2018,1,Capital Federal,349.995,968.483,35.535,3.164,9.393,1.366.570
2018,1,Catamarca,27.300,4.415,15,1,2.214,33.945
2018,1,Chaco,54.879,40.157,383,388,1.130,96.937
2018,1,Chubut,56.375,19.591,1.194,14.070,6.729,97.959
2018,1,Córdoba,349.342,326.894,13.178,13.237,11.275,713.926
2018,1,Corrientes,56.937,35.225,888,1.334,33,94.417
2018,1,Entre Ríos,106.998,75.751,3.789,10.776,80,197.394
2018,1,Formosa,23.556,7.095,17,1.603,57,32.328
2018,1,Jujuy,33.856,10.456,23,28,43,44.406
2018,1,La Pampa,10.807,51.389,8.386,10.556,1.926,83.064
2018,1,La Rioja,16.960,34.984,13,253,35,52.245
2018,1,Mendoza,152.931,36.872,3.086,6.206,1.852,200.947
2018,1,Misiones,56.311,46.880,328,5,56,103.580
2018,1,Neuquén,46.714,55.072,1.000,12.404,2.713,117.903
2018,1,Río Negro,68.769,31.712,1.251,4.259,5.128,111.119
2018,1,Salta,79.936,51.534,118,204,1.391,133.183
2018,1,San Juan,54.080,5.068,826,2.246,1.048,63.268
2018,1,San Luis,11.104,7.594,368,16,2.314,21.396
2018,1,Santa Cruz,18.615,4.474,1.799,6.734,2.783,34.405
2018,1,Santa Fe,341.997,300.421,10.674,11.636,15.298,680.026
2018,1,Santiago Del Estero,26.788,54.594,23,1.432,81,82.918
2018,1,Tierra Del Fuego,19.372,9.663,531,1,2.047,31.614
2018,1,Tucumán,158.611,8.921,107,368,50,168.057
2017,4,Buenos Aires,1.241.172,1.718.013,131.181,60.082,31.448,3.181.896
2017,4,Capital Federal,571.363,961.688,36.277,3.119,9.877,1.582.324
2017,4,Catamarca,27.083,263,11,1,2.200,29.558
2017,4,Chaco,55.035,39.690,389,380,1.121,96.615
2017,4,Chubut,56.378,15.097,1.187,14.070,6.708,93.440
2017,4,Córdoba,349.710,324.709,12.778,12.043,10.739,709.979
2017,4,Corrientes,56.786,34.722,894,1.334,35,93.771
2017,4,Entre Ríos,107.764,73.692,1.894,10.267,86,193.703
2017,4,Formosa,23.410,6.973,19,1.603,51,32.056
2017,4,Jujuy,33.844,9.626,20,28,34,43.552
2017,4,La Pampa,10.808,50.495,8.272,10.569,1.927,82.071
2017,4,La Rioja,16.912,34.984,14,253,31,52.194
2017,4,Mendoza,152.896,16.114,3.015,6.206,1.920,180.151
2017,4,Misiones,56.271,47.470,95,5,54,103.895
2017,4,Neuquén,46.739,54.119,1.017,12.404,2.692,116.971
2017,4,Río Negro,68.690,30.451,1.250,4.259,5.114,109.764
2017,4,Salta,80.705,50.446,127,158,1.376,132.812
2017,4,San Juan,54.079,451,812,2.246,1.036,58.624
2017,4,San Luis,11.104,1.119,335,17,2.329,14.904
2017,4,Santa Cruz,18.614,1.668,582,4.638,3.950,29.452
2017,4,Santa Fe,341.680,293.831,10.602,10.965,15.382,672.460
2017,4,Santiago Del Estero,27.313,40.407,19,1.025,80,68.844
2017,4,Tierra Del Fuego,19.372,6.906,530,1,2.045,28.854
2017,4,Tucumán,156.583,5.223,105,102,319,162.332
2017,3,Buenos Aires,1.288.025,1.571.180,124.920,35.058,38.777,3.057.960
2017,3,Capital Federal,583.249,941.092,33.481,2.814,9.723,1.570.359
2017,3,Catamarca,26.873,4.411,12,1,2.181,33.478
2017,3,Chaco,54.888,37.307,456,36,1.072,93.759
2017,3,Chubut,56.359,5.645,1.217,13.503,6.820,83.544
2017,3,Córdoba,344.580,319.360,10.579,7.137,14.988,696.644
2017,3,Corrientes,56.247,33.993,947,1.334,27,92.548
2017,3,Entre Ríos,107.774,69.596,1.786,6.245,63,185.464
2017,3,Formosa,22.647,6.816,428,2.202,12,32.105
2017,3,Jujuy,33.796,9.395,20,23,8,43.242
2017,3,La Pampa,11.378,49.679,5.153,11.536,1.944,79.690
2017,3,La Rioja,16.638,34.984,14,252,25,51.913
2017,3,Mendoza,154.036,33.788,2.772,29,1.866,192.491
2017,3,Misiones,56.472,43.880,110,5,9,100.476
2017,3,Neuquén,48.001,52.468,1.044,11.576,2.695,115.784
2017,3,Río Negro,69.301,30.018,1.106,3.054,4.017,107.496
2017,3,Salta,80.782,50.284,127,158,1.167,132.518
2017,3,San Juan,54.499,5.068,816,1.053,1.013,62.449
2017,3,San Luis,11.407,7.576,347,26,2.363,21.719
2017,3,Santa Cruz,19.220,5.487,1.544,4.552,2.887,33.690
2017,3,Santa Fe,322.953,290.655,6.338,4.897,37.499,662.342
2017,3,Santiago Del Estero,27.733,54.096,19,911,35,82.794
2017,3,Tierra Del Fuego,21.587,7.012,622,1,2.244,31.466
2017,3,Tucumán,154.130,6.431,106,40,305,161.012
2017,2,Buenos Aires,1.378.549,1.535.037,119.132,21.555,24.358,3.078.631
2017,2,Capital Federal,615.262,932.466,38.628,2.819,11.016,1.600.191
2017,2,Catamarca,26.401,255,14,1,34,26.705
2017,2,Chaco,54.449,35.613,458,52,39,90.611
2017,2,Chubut,43.994,1.067,916,13.194,4.804,63.975
2017,2,Córdoba,341.748,303.488,4.451,6.446,1.505,657.638
2017,2,Corrientes,55.262,33.192,258,1.354,31,90.097
2017,2,Entre Ríos,108.309,67.650,254,6.448,71,182.732
2017,2,Formosa,22.493,6.410,17,1.023,13,29.956
2017,2,Jujuy,33.742,8.858,22,0,35,42.657
2017,2,La Pampa,12.754,48.310,5.194,6.253,511,73.022
2017,2,La Rioja,16.244,0,15,2,28,16.289
2017,2,Mendoza,153.331,13.030,2.581,27,1.784,170.753
2017,2,Misiones,56.752,42.925,103,5,9,99.794
2017,2,Neuquén,51.794,50.283,1.133,11.545,2.678,117.433
2017,2,Río Negro,67.038,29.147,961,3.213,1.260,101.619
2017,2,Salta,80.184,27.280,115,158,804,108.541
2017,2,San Juan,48.670,451,772,1.073,915,51.881
2017,2,San Luis,11.432,1.120,354,26,375,13.307
2017,2,Santa Cruz,15.311,2.722,1.365,4.735,2.255,26.388
2017,2,Santa Fe,329.813,228.102,3.234,4.958,1.173,567.280
2017,2,Santiago Del Estero,28.337,3.900,19,911,29,33.196
2017,2,Tierra Del Fuego,22.636,6.905,665,1,2.350,32.557
2017,2,Tucumán,149.013,5.223,116,14,45,154.411
2017,1,Buenos Aires,1.559.178,1.465.817,118.839,21.200,24.342,3.189.376
2017,1,Capital Federal,428.801,918.328,38.259,2.730,10.928,1.399.046
2017,1,Catamarca,26.020,248,14,1,34,26.317
2017,1,Chaco,54.430,34.277,252,52,39,89.050
2017,1,Chubut,43.994,999,916,13.194,4.793,63.896
2017,1,Córdoba,335.673,293.479,4.871,5.782,1.394,641.199
2017,1,Corrientes,54.993,31.994,236,1.354,31,88.608
2017,1,Entre Ríos,108.509,65.095,230,6.448,71,180.353
2017,1,Formosa,22.438,6.215,16,1.023,13,29.705
2017,1,Jujuy,33.869,9.278,22,0,34,43.203
2017,1,La Pampa,12.754,47.195,5.194,6.253,517,71.913
2017,1,La Rioja,16.180,0,15,2,28,16.225
2017,1,Mendoza,153.326,13.030,2.581,27,1.769,170.733
2017,1,Misiones,57.363,40.142,101,5,8,97.619
2017,1,Neuquén,51.771,48.109,1.124,11.665,2.670,115.339
2017,1,Río Negro,67.075,28.785,954,3.213,1.261,101.288
2017,1,Salta,79.837,26.845,114,158,679,107.633
2017,1,San Juan,48.670,451,772,1.073,907,51.873
2017,1,San Luis,11.432,1.120,354,26,375,13.307
2017,1,Santa Cruz,15.502,2.722,1.272,4.733,2.257,26.486
2017,1,Santa Fe,327.458,226.094,3.210,4.948,1.172,562.882
2017,1,Santiago Del Estero,29.616,3.900,19,911,29,34.475
2017,1,Tierra Del Fuego,22.636,6.905,665,1,2.350,32.557
2017,1,Tucumán,147.373,5.223,116,14,45,152.771
2016,4,Buenos Aires,1.563.542,1.414.676,118.747,21.394,24.342,3.142.701
2016,4,Capital Federal,434.835,914.952,38.161,2.583,10.928,1.401.459
2016,4,Catamarca,26.735,250,14,1,34,27.034
2016,4,Chaco,54.974,33.534,248,52,39,88.847
2016,4,Chubut,43.994,955,916,13.107,4.793,63.765
2016,4,Córdoba,337.368,289.344,3.368,5.686,789,636.555
2016,4,Corrientes,54.981,31.497,233,1.354,31,88.096
2016,4,Entre Ríos,109.359,64.141,226,6.448,71,180.245
2016,4,Formosa,22.400,6.061,16,1.023,13,29.513
2016,4,Jujuy,33.838,8.731,22,0,34,42.625
2016,4,La Pampa,12.754,47.245,5.054,6.253,522,71.828
2016,4,La Rioja,16.270,0,16,2,28,16.316
2016,4,Mendoza,153.320,13.030,2.579,27,1.769,170.725
2016,4,Misiones,57.983,39.294,100,5,8,97.390
2016,4,Neuquén,51.742,46.389,1.124,11.910,2.670,113.835
2016,4,Río Negro,67.057,28.474,954,3.274,1.261,101.020
2016,4,Salta,79.389,26.657,110,158,621,106.935
2016,4,San Juan,48.670,451,772,1.121,907,51.921
2016,4,San Luis,11.432,1.120,354,26,375,13.307
2016,4,Santa Cruz,15.607,2.722,1.055,4.823,2.257,26.464
2016,4,Santa Fe,326.721,225.792,3.201,4.946,1.172,561.832
2016,4,Santiago Del Estero,30.192,3.900,19,911,29,35.051
2016,4,Tierra Del Fuego,22.636,6.905,665,1,2.350,32.557
2016,4,Tucumán,146.995,4.482,116,14,45,151.652
2016,3,Buenos Aires,1.574.216,1.355.770,113.463,18.867,24.276,3.086.592
2016,3,Capital Federal,447.726,905.105,36.796,2.514,10.963,1.403.104
2016,3,Catamarca,26.689,248,14,1,18,26.970
2016,3,Chaco,56.251,32.730,232,2,15,89.230
2016,3,Chubut,43.987,935,916,13.364,4.750,63.952
2016,3,Córdoba,348.481,285.480,2.540,5.695,395,642.591
2016,3,Corrientes,55.934,30.813,217,1.354,22,88.340
2016,3,Entre Ríos,112.588,61.850,206,6.441,64,181.149
2016,3,Formosa,21.800,5.905,9,0,2,27.716
2016,3,Jujuy,34.250,8.236,22,0,30,42.538
2016,3,La Pampa,12.751,45.952,4.910,6.236,515,70.364
2016,3,La Rioja,16.891,0,15,2,22,16.930
2016,3,Mendoza,153.233,13.030,2.576,28,1.757,170.624
2016,3,Misiones,59.776,38.130,79,5,7,97.997
2016,3,Neuquén,51.752,44.739,1.093,12.402,2.617,112.603
2016,3,Río Negro,67.043,28.496,942,3.293,1.252,101.026
2016,3,Salta,80.866,26.113,90,157,565,107.791
2016,3,San Juan,48.670,451,770,1.174,903,51.968
2016,3,San Luis,11.432,1.113,354,23,371,13.293
2016,3,Santa Cruz,15.570,2.722,817,4.978,2.170,26.257
2016,3,Santa Fe,334.911,223.011,3.037,4.862,1.190,567.011
2016,3,Santiago Del Estero,31.730,3.900,19,3,8,35.660
2016,3,Tierra Del Fuego,22.636,6.276,665,1,2.347,31.925
2016,3,Tucumán,147.259,3.850,116,53,41,151.319
2016,2,Buenos Aires,1.579.448,1.305.949,113.070,21.163,25.661,3.045.291
2016,2,Capital Federal,450.644,892.209,36.669,2.390,12.672,1.394.584
2016,2,Catamarca,26.262,245,14,1,34,26.556
2016,2,Chaco,56.112,31.825,221,52,41,88.251
2016,2,Chubut,43.977,867,916,13.293,4.803,63.856
2016,2,Córdoba,348.891,277.615,1.709,5.610,1.089,634.914
2016,2,Corrientes,55.511,29.845,203,1.354,43,86.956
2016,2,Entre Ríos,112.809,58.768,169,6.434,193,178.373
2016,2,Formosa,22.101,5.658,6,1.023,14,28.802
2016,2,Jujuy,33.758,7.374,22,0,35,41.189
2016,2,La Pampa,12.754,44.654,4.708,6.225,547,68.888
2016,2,La Rioja,16.691,0,15,2,28,16.736
2016,2,Mendoza,153.321,13.030,2.576,29,1.868,170.824
2016,2,Misiones,59.573,36.145,77,5,15,95.815
2016,2,Neuquén,51.742,42.370,1.088,12.466,2.849,110.515
2016,2,Río Negro,67.031,28.100,939,3.300,1.334,100.704
2016,2,Salta,79.438,24.719,85,151,539,104.932
2016,2,San Juan,48.670,451,770,1.214,908,52.013
2016,2,San Luis,11.432,1.063,354,30,377,13.256
2016,2,Santa Cruz,15.453,2.722,396,4.996,2.586,26.153
2016,2,Santa Fe,336.244,219.088,2.981,4.744,1.417,564.474
2016,2,Santiago Del Estero,32.101,3.900,19,911,30,36.961
2016,2,Tierra Del Fuego,22.636,5.707,665,1,2.350,31.359
2016,2,Tucumán,145.486,2.968,116,58,49,148.677
2016,1,Buenos Aires,1.583.560,1.200.859,111.231,21.108,25.757,2.942.515
2016,1,Capital Federal,454.425,832.126,36.332,2.284,12.729,1.337.896
2016,1,Catamarca,26.096,243,15,1,34,26.389
2016,1,Chaco,56.353,29.994,211,52,41,86.651
2016,1,Chubut,43.967,834,916,13.280,4.803,63.800
2016,1,Córdoba,350.884,252.346,674,5.636,386,609.926
2016,1,Corrientes,55.454,28.491,192,1.354,45,85.536
2016,1,Entre Ríos,113.101,54.948,146,6.425,193,174.813
2016,1,Formosa,21.852,5.420,5,1.023,14,28.314
2016,1,Jujuy,33.481,6.751,22,0,35,40.289
2016,1,La Pampa,12.754,41.881,4.536,6.209,549,65.929
2016,1,La Rioja,16.645,0,16,2,28,16.691
2016,1,Mendoza,153.299,13.030,2.576,34,1.871,170.810
2016,1,Misiones,59.538,33.330,70,5,15,92.958
2016,1,Neuquén,51.702,36.122,1.085,12.502,2.850,104.261
2016,1,Río Negro,66.894,27.312,937,3.341,1.338,99.822
2016,1,Salta,78.973,22.741,73,132,507,102.426
2016,1,San Juan,48.670,451,770,1.195,908,51.994
2016,1,San Luis,11.432,1.042,354,27,377,13.232
2016,1,Santa Cruz,15.654,2.723,396,5.088,2.426,26.287
2016,1,Santa Fe,338.052,204.816,3.014,4.686,1.428,551.996
2016,1,Santiago Del Estero,32.838,3.900,19,911,30,37.698
2016,1,Tierra Del Fuego,22.636,4.834,665,1,2.350,30.486
2016,1,Tucumán,144.233,2.165,116,74,49,146.637
2015,4,Buenos Aires,1.586.343,1.223.603,103.269,20.397,25.773,2.959.385
2015,4,Capital Federal,455.427,879.950,19.818,2.273,12.758,1.370.226
2015,4,Catamarca,26.180,242,15,1,34,26.472
2015,4,Chaco,56.818,29.456,186,52,41,86.553
2015,4,Chubut,43.968,811,916,13.521,4.803,64.019
2015,4,Córdoba,353.530,266.062,480,5.613,385,626.070
2015,4,Corrientes,55.681,28.178,177,1.354,45,85.435
2015,4,Entre Ríos,113.983,53.411,122,6.427,194,174.137
2015,4,Formosa,21.734,5.314,4,1.023,14,28.089
2015,4,Jujuy,32.934,6.933,22,0,35,39.924
2015,4,La Pampa,12.755,42.705,4.327,6.205,374,66.366
2015,4,La Rioja,16.886,0,16,2,28,16.932
2015,4,Mendoza,153.293,13.030,2.572,38,1.874,170.807
2015,4,Misiones,60.252,32.533,48,5,15,92.853
2015,4,Neuquén,51.680,38.902,1.048,12.934,2.852,107.416
2015,4,Río Negro,66.851,27.221,915,3.407,1.328,99.722
2015,4,Salta,78.744,22.446,47,129,554,101.920
2015,4,San Juan,48.670,451,770,1.230,908,52.029
2015,4,San Luis,11.432,1.025,354,30,377,13.218
2015,4,Santa Cruz,15.614,2.723,396,5.261,2.409,26.403
2015,4,Santa Fe,339.843,212.911,2.885,4.596,1.437,561.672
2015,4,Santiago Del Estero,33.582,4.365,19,1.139,30,39.135
2015,4,Tierra Del Fuego,22.636,4.301,665,1,2.350,29.953
2015,4,Tucumán,144.188,1.653,116,88,50,146.095
2015,3,Buenos Aires,1.585.467,1.183.894,113.590,19.989,25.825,2.928.765
2015,3,Capital Federal,454.815,871.262,30.974,2.229,12.788,1.372.068
2015,3,Catamarca,25.801,242,15,1,34,26.093
2015,3,Chaco,56.282,28.809,186,52,41,85.370
2015,3,Chubut,43.964,792,916,13.408,4.803,63.883
2015,3,Córdoba,351.692,264.055,1.450,5.412,389,622.998
2015,3,Corrientes,55.792,27.604,176,1.340,47,84.959
2015,3,Entre Ríos,113.909,51.945,122,6.261,197,172.434
2015,3,Formosa,21.573,5.264,2,899,14,27.752
2015,3,Jujuy,32.598,6.895,22,0,35,39.550
2015,3,La Pampa,12.755,41.886,4.078,6.195,557,65.471
2015,3,La Rioja,16.725,0,16,2,28,16.771
2015,3,Mendoza,153.299,13.030,2.572,42,1.880,170.823
2015,3,Misiones,59.921,31.635,46,5,15,91.622
2015,3,Neuquén,47.102,36.620,1.045,13.051,2.798,100.616
2015,3,Río Negro,66.806,27.130,917,3.415,1.346,99.614
2015,3,Salta,78.064,21.688,47,129,645,100.573
2015,3,San Juan,48.670,451,770,1.231,908,52.030
2015,3,San Luis,11.432,1.025,354,31,377,13.219
2015,3,Santa Cruz,15.540,2.718,396,5.226,2.391,26.271
2015,3,Santa Fe,337.042,209.673,4.169,4.426,1.428,556.738
2015,3,Santiago Del Estero,33.886,4.365,19,1.097,30,39.397
2015,3,Tierra Del Fuego,22.636,8.085,665,1,2.350,33.737
2015,3,Tucumán,142.925,1.135,116,88,50,144.314
2015,2,Buenos Aires,1.581.770,1.141.052,115.660,19.268,26.040,2.883.790
2015,2,Capital Federal,453.178,858.342,19.786,2.172,12.806,1.346.284
2015,2,Catamarca,25.387,242,15,1,34,25.679
2015,2,Chaco,55.767,27.809,179,52,41,83.848
2015,2,Chubut,43.949,762,916,13.055,4.803,63.485
2015,2,Córdoba,348.130,255.596,435,5.199,386,609.746
2015,2,Corrientes,55.238,26.553,157,1.321,47,83.316
2015,2,Entre Ríos,113.378,49.767,119,6.031,197,169.492
2015,2,Formosa,21.097,5.164,2,737,50,27.050
2015,2,Jujuy,32.183,5.482,22,0,35,37.722
2015,2,La Pampa,12.756,40.825,3.719,6.190,562,64.052
2015,2,La Rioja,16.463,0,16,2,28,16.509
2015,2,Mendoza,153.301,13.030,2.572,38,1.882,170.823
2015,2,Misiones,59.179,29.283,37,5,15,88.519
2015,2,Neuquén,47.078,34.183,1.044,12.781,2.799,97.885
2015,2,Río Negro,66.738,26.268,916,3.457,1.348,98.727
2015,2,Salta,77.214,20.297,47,129,580,98.267
2015,2,San Juan,48.670,451,770,1.189,908,51.988
2015,2,San Luis,11.432,1.025,354,33,377,13.221
2015,2,Santa Cruz,15.343,2.707,396,4.917,2.400,25.763
2015,2,Santa Fe,333.117,204.685,2.877,4.320,1.389,546.388
2015,2,Santiago Del Estero,33.873,4.365,19,1.091,30,39.378
2015,2,Tierra Del Fuego,22.636,7.927,665,1,2.350,33.579
2015,2,Tucumán,139.944,479,116,88,50,140.677
2015,1,Buenos Aires,1.583.135,1.096.836,134.177,18.754,28.940,2.861.842
2015,1,Capital Federal,454.934,841.743,19.334,1.994,14.716,1.332.721
2015,1,Catamarca,25.033,241,16,1,41,25.332
2015,1,Chaco,54.952,26.161,164,27,56,81.360
2015,1,Chubut,45.645,717,906,12.540,5.465,65.273
2015,1,Córdoba,343.883,247.564,415,4.645,450,596.957
2015,1,Corrientes,54.649,25.372,129,1.319,62,81.531
2015,1,Entre Ríos,112.363,47.411,108,5.943,245,166.070
2015,1,Formosa,21.022,4.951,1,670,56,26.700
2015,1,Jujuy,31.505,5.048,22,0,36,36.611
2015,1,La Pampa,13.143,39.571,3.215,6.164,604,62.697
2015,1,La Rioja,16.282,0,16,2,33,16.333
2015,1,Mendoza,152.433,13.030,2.542,29,2.126,170.160
2015,1,Misiones,58.262,26.836,30,5,13,85.146
2015,1,Neuquén,47.518,32.152,1.024,12.088,2.960,95.742
2015,1,Río Negro,66.274,25.217,907,3.473,1.462,97.333
2015,1,Salta,76.280,19.781,47,129,574,96.811
2015,1,San Juan,48.441,451,755,1.165,1.007,51.819
2015,1,San Luis,11.414,1.025,351,30,412,13.232
2015,1,Santa Cruz,16.215,2.700,392,4.772,2.562,26.641
2015,1,Santa Fe,328.809,199.037,2.845,4.239,1.507,536.437
2015,1,Santiago Del Estero,33.813,4.365,19,1.020,35,39.252
2015,1,Tierra Del Fuego,22.291,7.924,657,1,2.583,33.456
2015,1,Tucumán,137.857,115,116,88,100,138.276
2014,4,Buenos Aires,1.575.978,1.070.135,120.528,17.728,32.038,2.816.407
2014,4,Capital Federal,455.785,840.224,17.155,1.962,15.394,1.330.520
2014,4,Catamarca,25.192,241,16,0,44,25.493
2014,4,Chaco,55.024,10.918,31,0,62,66.035
2014,4,Chubut,48.539,697,891,12.256,6.159,68.542
2014,4,Córdoba,345.157,240.452,419,3.918,486,590.432
2014,4,Corrientes,54.754,9.526,40,1.315,75,65.710
2014,4,Entre Ríos,112.291,23.027,57,5.178,260,140.813
2014,4,Formosa,21.245,4.896,1,0,65,26.207
2014,4,Jujuy,31.349,4.583,22,37,11,36.002
2014,4,La Pampa,16.043,34.281,514,5.894,648,57.380
2014,4,La Rioja,16.352,0,17,0,33,16.402
2014,4,Mendoza,151.797,13.030,2.534,31,2.222,169.614
2014,4,Misiones,58.435,18.613,16,150,15,77.229
2014,4,Neuquén,47.721,31.778,1.014,11.853,3.030,95.396
2014,4,Río Negro,66.307,23.703,901,3.819,1.530,96.260
2014,4,Salta,76.026,17.289,48,6,578,93.947
2014,4,San Juan,48.653,451,740,1.202,1.073,52.119
2014,4,San Luis,11.419,926,355,24,423,13.147
2014,4,Santa Cruz,17.553,448,388,4.395,2.929,25.713
2014,4,Santa Fe,335.267,183.009,3.205,6.282,1.634,529.397
2014,4,Santiago Del Estero,34.110,4.231,19,920,37,39.317
2014,4,Tierra Del Fuego,21.948,3.664,655,1,2.722,28.990
2014,4,Tucumán,137.093,97,116,13,105,137.424
2014,3,Buenos Aires,1.562.533,1.110.628,124.474,20.049,31.881,2.849.565
2014,3,Capital Federal,450.155,833.402,17.886,1.995,14.387,1.317.825
2014,3,Catamarca,24.380,244,15,0,47,24.686
2014,3,Chaco,53.321,10.336,29,1,59,63.746
2014,3,Chubut,49.219,668,882,11.853,6.515,69.137
2014,3,Córdoba,340.212,240.334,444,4.064,377,585.431
2014,3,Corrientes,52.957,9.184,31,1.312,65,63.549
2014,3,Entre Ríos,108.907,22.440,48,5.203,135,136.733
2014,3,Formosa,21.021,4.836,0,0,80,25.937
2014,3,Jujuy,30.128,3.541,22,37,13,33.741
2014,3,La Pampa,16.051,33.940,538,11.219,677,62.425
2014,3,La Rioja,15.864,0,14,1,37,15.916
2014,3,Mendoza,150.120,13.030,2.512,40,2.222,167.924
2014,3,Misiones,56.933,18.373,4,3,14,75.327
2014,3,Neuquén,54.458,30.964,1.000,12.858,3.087,102.367
2014,3,Río Negro,65.264,26.590,888,3.533,1.505,97.780
2014,3,Salta,73.828,18.394,43,109,580,92.954
2014,3,San Juan,48.272,451,731,1.199,1.126,51.779
2014,3,San Luis,11.303,925,355,25,438,13.046
2014,3,Santa Cruz,17.862,492,385,4.273,3.098,26.110
2014,3,Santa Fe,325.577,183.630,4.407,6.540,733,520.887
2014,3,Santiago Del Estero,32.820,3.900,19,768,41,37.548
2014,3,Tierra Del Fuego,21.840,3.469,650,1,2.832,28.792
2014,3,Tucumán,131.739,97,117,13,100,132.066
2014,2,Buenos Aires,1.568.881,1.025.490,120.008,17.020,33.147,2.764.546
2014,2,Capital Federal,447.637,828.411,17.729,1.883,14.555,1.310.215
2014,2,Catamarca,24.380,243,17,0,43,24.683
2014,2,Chaco,53.321,9.870,30,0,58,63.279
2014,2,Chubut,51.070,649,866,10.960,6.974,70.519
2014,2,Córdoba,337.825,234.729,351,3.673,374,576.952
2014,2,Corrientes,52.883,8.680,31,1.309,55,62.958
2014,2,Entre Ríos,108.900,21.706,49,4.795,133,135.583
2014,2,Formosa,20.894,4.628,0,0,78,25.600
2014,2,Jujuy,30.128,4.161,23,40,9,34.361
2014,2,La Pampa,15.957,32.600,513,5.869,689,55.628
2014,2,La Rioja,15.864,0,14,0,34,15.912
2014,2,Mendoza,148.979,13.030,2.480,36,2.282,166.807
2014,2,Misiones,56.933,17.594,4,150,8,74.689
2014,2,Neuquén,47.767,29.776,997,10.765,2.983,92.288
2014,2,Río Negro,64.920,24.944,876,3.657,1.560,95.957
2014,2,Salta,73.841,17.504,45,7,577,91.974
2014,2,San Juan,48.161,451,722,1.139,1.173,51.646
2014,2,San Luis,11.306,925,354,22,448,13.055
2014,2,Santa Cruz,18.956,448,381,4.118,3.266,27.169
2014,2,Santa Fe,324.101,178.495,3.085,6.041,636,512.358
2014,2,Santiago Del Estero,32.820,4.231,19,907,34,38.011
2014,2,Tierra Del Fuego,21.618,3.008,648,1,2.934,28.209
2014,2,Tucumán,131.740,97,121,13,98,132.069
2014,1,Buenos Aires,1.567.685,1.000.879,120.960,16.528,33.824,2.739.876
2014,1,Capital Federal,445.569,820.161,17.767,1.866,14.555,1.299.918
2014,1,Catamarca,24.126,46,17,0,43,24.232
2014,1,Chaco,52.971,9.497,30,0,58,62.556
2014,1,Chubut,51.066,539,866,10.776,6.974,70.221
2014,1,Córdoba,336.841,225.769,347,3.585,368,566.910
2014,1,Corrientes,52.565,8.279,31,1.306,55,62.236
2014,1,Entre Ríos,107.883,21.379,49,4.887,133,134.331
2014,1,Formosa,20.774,4.548,0,0,100,25.422
2014,1,Jujuy,29.765,4.030,23,0,9,33.827
2014,1,La Pampa,15.826,31.305,513,5.848,701,54.193
2014,1,La Rioja,15.663,0,14,0,34,15.711
