Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2016,1,Catamarca,26.376,13,26.389
2016,1,Chaco,86.635,16,86.651
2016,1,Chubut,62.060,1.740,63.800
2016,1,Córdoba,609.692,234,609.926
2016,1,Corrientes,85.510,26,85.536
2016,1,Entre Ríos,174.634,179,174.813
2016,1,Formosa,28.313,1,28.314
2016,1,Jujuy,40.287,2,40.289
2016,1,La Pampa,65.442,487,65.929
2016,1,La Rioja,16.673,18,16.691
2016,1,Mendoza,169.257,1.553,170.810
2016,1,Misiones,92.951,7,92.958
2016,1,Neuquén,101.969,2.292,104.261
2016,1,Río Negro,98.745,1.077,99.822
2016,1,Salta,102.423,3,102.426
2016,1,San Juan,51.373,621,51.994
2016,1,San Luis,12.915,317,13.232
2016,1,Santa Cruz,25.931,356,26.287
2016,1,Santa Fe,551.378,618,551.996
2016,1,Santiago Del Estero,37.695,3,37.698
2016,1,Tierra Del Fuego,29.867,619,30.486
2016,1,Tucumán,146.596,41,146.637
2015,4,Buenos Aires,2.946.743,12.642,2.959.385
2015,4,Capital Federal,1.360.381,9.845,1.370.226
2015,4,Catamarca,26.459,13,26.472
2015,4,Chaco,86.537,16,86.553
2015,4,Chubut,62.279,1.740,64.019
2015,4,Córdoba,625.835,235,626.070
2015,4,Corrientes,85.409,26,85.435
2015,4,Entre Ríos,173.957,180,174.137
2015,4,Formosa,28.088,1,28.089
2015,4,Jujuy,39.922,2,39.924
2015,4,La Pampa,66.054,312,66.366
2015,4,La Rioja,16.914,18,16.932
2015,4,Mendoza,169.251,1.556,170.807
2015,4,Misiones,92.846,7,92.853
2015,4,Neuquén,105.122,2.294,107.416
2015,4,Río Negro,98.655,1.067,99.722
2015,4,Salta,101.917,3,101.920
2015,4,San Juan,51.408,621,52.029
2015,4,San Luis,12.901,317,13.218
2015,4,Santa Cruz,26.047,356,26.403
2015,4,Santa Fe,561.045,627,561.672
2015,4,Santiago Del Estero,39.132,3,39.135
2015,4,Tierra Del Fuego,29.334,619,29.953
2015,4,Tucumán,146.053,42,146.095
2015,3,Buenos Aires,2.916.070,12.695,2.928.765
2015,3,Capital Federal,1.362.193,9.875,1.372.068
2015,3,Catamarca,26.080,13,26.093
2015,3,Chaco,85.354,16,85.370
2015,3,Chubut,62.143,1.740,63.883
2015,3,Córdoba,622.761,237,622.998
2015,3,Corrientes,84.931,28,84.959
2015,3,Entre Ríos,172.252,182,172.434
2015,3,Formosa,27.751,1,27.752
2015,3,Jujuy,39.548,2,39.550
2015,3,La Pampa,64.976,495,65.471
2015,3,La Rioja,16.753,18,16.771
2015,3,Mendoza,169.261,1.562,170.823
2015,3,Misiones,91.615,7,91.622
2015,3,Neuquén,98.376,2.240,100.616
2015,3,Río Negro,98.529,1.085,99.614
2015,3,Salta,100.570,3,100.573
2015,3,San Juan,51.409,621,52.030
2015,3,San Luis,12.902,317,13.219
2015,3,Santa Cruz,25.912,359,26.271
2015,3,Santa Fe,556.097,641,556.738
2015,3,Santiago Del Estero,39.394,3,39.397
2015,3,Tierra Del Fuego,33.118,619,33.737
2015,3,Tucumán,144.272,42,144.314
2015,2,Buenos Aires,2.871.079,12.711,2.883.790
2015,2,Capital Federal,1.336.391,9.893,1.346.284
2015,2,Catamarca,25.666,13,25.679
2015,2,Chaco,83.832,16,83.848
2015,2,Chubut,61.745,1.740,63.485
2015,2,Córdoba,609.510,236,609.746
2015,2,Corrientes,83.288,28,83.316
2015,2,Entre Ríos,169.309,183,169.492
2015,2,Formosa,27.013,37,27.050
2015,2,Jujuy,37.720,2,37.722
2015,2,La Pampa,63.552,500,64.052
2015,2,La Rioja,16.491,18,16.509
2015,2,Mendoza,169.259,1.564,170.823
2015,2,Misiones,88.512,7,88.519
2015,2,Neuquén,95.644,2.241,97.885
2015,2,Río Negro,97.640,1.087,98.727
2015,2,Salta,98.264,3,98.267
2015,2,San Juan,51.367,621,51.988
2015,2,San Luis,12.904,317,13.221
2015,2,Santa Cruz,25.384,379,25.763
2015,2,Santa Fe,545.739,649,546.388
2015,2,Santiago Del Estero,39.375,3,39.378
2015,2,Tierra Del Fuego,32.960,619,33.579
2015,2,Tucumán,140.635,42,140.677
2015,1,Buenos Aires,2.847.076,14.766,2.861.842
2015,1,Capital Federal,1.321.139,11.582,1.332.721
2015,1,Catamarca,25.312,20,25.332
2015,1,Chaco,81.329,31,81.360
2015,1,Chubut,63.327,1.946,65.273
2015,1,Córdoba,596.663,294,596.957
2015,1,Corrientes,81.488,43,81.531
2015,1,Entre Ríos,165.839,231,166.070
2015,1,Formosa,26.657,43,26.700
2015,1,Jujuy,36.608,3,36.611
2015,1,La Pampa,62.155,542,62.697
2015,1,La Rioja,16.310,23,16.333
2015,1,Mendoza,168.355,1.805,170.160
2015,1,Misiones,85.139,7,85.146
2015,1,Neuquén,93.373,2.369,95.742
2015,1,Río Negro,96.145,1.188,97.333
2015,1,Salta,96.793,18,96.811
2015,1,San Juan,51.117,702,51.819
2015,1,San Luis,12.878,354,13.232
2015,1,Santa Cruz,26.217,424,26.641
2015,1,Santa Fe,535.640,797,536.437
2015,1,Santiago Del Estero,39.244,8,39.252
2015,1,Tierra Del Fuego,32.726,730,33.456
2015,1,Tucumán,138.184,92,138.276
2014,4,Buenos Aires,2.801.178,15.229,2.816.407
2014,4,Capital Federal,1.318.526,11.994,1.330.520
2014,4,Catamarca,25.472,21,25.493
2014,4,Chaco,65.998,37,66.035
2014,4,Chubut,66.557,1.985,68.542
2014,4,Córdoba,590.113,319,590.432
2014,4,Corrientes,65.656,54,65.710
2014,4,Entre Ríos,140.567,246,140.813
2014,4,Formosa,26.156,51,26.207
2014,4,Jujuy,35.999,3,36.002
2014,4,La Pampa,56.813,567,57.380
2014,4,La Rioja,16.379,23,16.402
2014,4,Mendoza,167.766,1.848,169.614
2014,4,Misiones,77.222,7,77.229
2014,4,Neuquén,92.999,2.397,95.396
2014,4,Río Negro,95.050,1.210,96.260
2014,4,Salta,93.921,26,93.947
2014,4,San Juan,51.390,729,52.119
2014,4,San Luis,12.788,359,13.147
2014,4,Santa Cruz,25.277,436,25.713
2014,4,Santa Fe,528.459,938,529.397
2014,4,Santiago Del Estero,39.308,9,39.317
2014,4,Tierra Del Fuego,28.249,741,28.990
2014,4,Tucumán,137.329,95,137.424
2014,3,Buenos Aires,2.835.537,14.028,2.849.565
2014,3,Capital Federal,1.307.195,10.630,1.317.825
2014,3,Catamarca,24.665,21,24.686
2014,3,Chaco,63.710,36,63.746
2014,3,Chubut,67.130,2.007,69.137
2014,3,Córdoba,585.231,200,585.431
2014,3,Corrientes,63.516,33,63.549
2014,3,Entre Ríos,136.618,115,136.733
2014,3,Formosa,25.873,64,25.937
2014,3,Jujuy,33.739,2,33.741
2014,3,La Pampa,61.861,564,62.425
2014,3,La Rioja,15.893,23,15.916
2014,3,Mendoza,166.184,1.740,167.924
2014,3,Misiones,75.327,- 0,75.327
2014,3,Neuquén,100.099,2.268,102.367
2014,3,Río Negro,96.629,1.151,97.780
2014,3,Salta,92.929,25,92.954
2014,3,San Juan,51.031,748,51.779
2014,3,San Luis,12.683,363,13.046
2014,3,Santa Cruz,25.664,446,26.110
2014,3,Santa Fe,520.196,691,520.887
2014,3,Santiago Del Estero,37.539,9,37.548
2014,3,Tierra Del Fuego,28.037,755,28.792
2014,3,Tucumán,131.978,88,132.066
2014,2,Buenos Aires,2.750.430,14.116,2.764.546
2014,2,Capital Federal,1.299.502,10.713,1.310.215
2014,2,Catamarca,24.660,23,24.683
2014,2,Chaco,63.243,36,63.279
2014,2,Chubut,68.503,2.016,70.519
2014,2,Córdoba,576.747,205,576.952
2014,2,Corrientes,62.925,33,62.958
2014,2,Entre Ríos,135.468,115,135.583
2014,2,Formosa,25.535,65,25.600
2014,2,Jujuy,34.359,2,34.361
2014,2,La Pampa,55.048,580,55.628
2014,2,La Rioja,15.889,23,15.912
2014,2,Mendoza,165.046,1.761,166.807
2014,2,Misiones,74.689,- 0,74.689
2014,2,Neuquén,90.053,2.235,92.288
2014,2,Río Negro,94.812,1.145,95.957
2014,2,Salta,91.949,25,91.974
2014,2,San Juan,50.891,755,51.646
2014,2,San Luis,12.691,364,13.055
2014,2,Santa Cruz,26.710,459,27.169
2014,2,Santa Fe,511.753,605,512.358
2014,2,Santiago Del Estero,38.002,9,38.011
2014,2,Tierra Del Fuego,27.443,766,28.209
2014,2,Tucumán,131.981,88,132.069
2014,1,Buenos Aires,2.725.732,14.144,2.739.876
2014,1,Capital Federal,1.289.204,10.714,1.299.918
2014,1,Catamarca,24.209,23,24.232
2014,1,Chaco,62.520,36,62.556
2014,1,Chubut,68.205,2.016,70.221
2014,1,Córdoba,566.705,205,566.910
2014,1,Corrientes,62.203,33,62.236
2014,1,Entre Ríos,134.216,115,134.331
2014,1,Formosa,25.335,87,25.422
2014,1,Jujuy,33.825,2,33.827
2014,1,La Pampa,53.601,592,54.193
2014,1,La Rioja,15.688,23,15.711
2014,1,Mendoza,164.084,1.761,165.845
2014,1,Misiones,73.950,- 0,73.950
2014,1,Neuquén,88.077,2.303,90.380
2014,1,Río Negro,93.909,1.157,95.066
2014,1,Salta,91.265,25,91.290
2014,1,San Juan,50.543,755,51.298
2014,1,San Luis,12.193,364,12.557
2014,1,Santa Cruz,26.304,460,26.764
2014,1,Santa Fe,506.000,612,506.612
2014,1,Santiago Del Estero,37.124,9,37.133
2014,1,Tierra Del Fuego,27.272,766,28.038
2014,1,Tucumán,129.944,88,130.032
