Symbol,Call/Put,Expiration,Strike Price,Volume,Matched,Routed,Bid Size,Bid Price,Ask Size,Ask Price,Last Price
SPX,C,2024-01-19,4455.0000,45,45,0,0,0.0,0,0.0,66.9000
TSLL,C,2023-10-13,16.0000,45,45,0,0,0.0,0,0.0,0.8000
SDOW,C,2023-10-20,26.0000,45,45,0,0,0.0,0,0.0,1.9100
AXP,P,2023-10-06,137.0000,45,45,0,0,0.0,0,0.0,0.0700
SPXW,P,2023-10-16,3000.0000,45,45,0,0,0.0,0,0.0,0.1000
SPY,P,2023-10-16,411.0000,45,45,0,0,0.0,0,0.0,1.1000
SPXW,P,2023-10-12,4140.0000,45,45,0,0,0.0,0,0.0,8.1000
HAL,C,2023-10-13,41.0000,45,45,0,0,0.0,0,0.0,0.1500
SPY,P,2024-01-19,440.0000,45,45,0,0,0.0,0,0.0,21.7700
RCL,C,2023-10-20,60.0000,45,45,0,0,0.0,0,0.0,28.7500
GOOGL,P,2023-10-13,134.0000,45,40,5,0,0.0,0,0.0,1.6300
SPY,C,2023-10-11,418.0000,45,45,0,0,0.0,0,0.0,8.8900
FCX,C,2023-10-06,35.5000,45,45,0,0,0.0,0,0.0,0.6500
PFE,P,2023-10-20,33.5000,45,45,0,0,0.0,0,0.0,0.9300
XSP,P,2023-10-06,418.0000,45,45,0,0,0.0,0,0.0,0.3600
PLTR,C,2023-11-03,16.0000,45,34,11,0,0.0,0,0.0,0.9500
TLT,P,2023-11-17,80.0000,45,45,0,0,0.0,0,0.0,0.6500
CLF,P,2023-10-27,12.0000,45,45,0,0,0.0,0,0.0,0.0700
SPXW,C,2023-10-10,4425.0000,45,45,0,0,0.0,0,0.0,0.2000
SOFI,P,2023-10-06,8.5000,45,45,0,0,0.0,0,0.0,1.0500
KMX,P,2023-10-06,69.0000,45,45,0,0,0.0,0,0.0,0.7700
NVDA,P,2023-12-15,510.0000,45,45,0,0,0.0,0,0.0,81.4500
VIXW,C,2023-10-11,17.0000,45,45,0,0,0.0,0,0.0,2.3500
GPP,P,2023-10-20,12.5000,45,45,0,0,0.0,0,0.0,0.0500
TSLA,C,2023-10-06,237.5000,45,45,0,0,0.0,0,0.0,20.0500
ALB,P,2023-10-20,135.0000,45,45,0,0,0.0,0,0.0,0.9000
PLTR,C,2023-10-27,16.0000,45,45,0,0,0.0,0,0.0,0.8100
AGQ,C,2023-10-20,24.0000,45,45,0,0,0.0,0,0.0,0.4100
QQQ,P,2023-10-20,348.0000,45,45,0,0,0.0,0,0.0,2.4300
BAC,C,2023-12-15,29.0000,44,44,0,0,0.0,0,0.0,0.3300
SPXW,P,2023-11-10,4100.0000,44,44,0,0,0.0,0,0.0,35.8000
META,P,2026-01-16,270.0000,44,44,0,0,0.0,0,0.0,41.4000
SPXW,P,2023-11-10,4110.0000,44,44,0,0,0.0,0,0.0,37.8000
BXMT,P,2023-10-20,20.0000,44,44,0,0,0.0,0,0.0,0.5500
USO,C,2023-10-06,81.0000,44,44,0,0,0.0,0,0.0,0.0400
SPXW,P,2023-10-20,4045.0000,44,44,0,0,0.0,0,0.0,9.2000
GLD,P,2024-01-19,165.0000,44,44,0,0,0.0,0,0.0,2.2300
VXX,C,2023-10-20,22.0000,44,44,0,0,0.0,0,0.0,2.9200
DIS,C,2023-10-13,85.0000,44,44,0,0,0.0,0,0.0,0.1200
TSLA,C,2023-10-06,312.5000,44,44,0,0,0.0,0,0.0,0.0200
SPXW,C,2023-11-10,4220.0000,44,44,0,0,0.0,0,0.0,112.7900
DIA,P,2023-10-20,348.0000,44,44,0,0,0.0,0,0.0,18.2900
USB,P,2023-10-20,30.0000,44,44,0,0,0.0,0,0.0,0.7300
TGT,C,2024-01-19,145.0000,44,44,0,0,0.0,0,0.0,0.4800
SPXW,P,2023-11-17,4350.0000,44,44,0,0,0.0,0,0.0,129.9300
EBIX,P,2023-10-20,7.0000,44,44,0,0,0.0,0,0.0,1.3500
TGT,C,2024-01-19,155.0000,44,44,0,0,0.0,0,0.0,0.2600
TLT,C,2023-11-17,88.0000,44,44,0,0,0.0,0,0.0,1.8300
NFLX,C,2023-11-17,460.0000,44,44,0,0,0.0,0,0.0,2.6200
AAPL,C,2023-11-03,200.0000,44,44,0,0,0.0,0,0.0,0.1500
CAT,P,2023-10-20,255.0000,44,44,0,0,0.0,0,0.0,3.2200
VIX,C,2024-03-20,25.0000,44,44,0,0,0.0,0,0.0,2.4100
HPK,C,2024-02-16,15.0000,44,44,0,0,0.0,0,0.0,2.1000
OGN,P,2023-11-17,15.0000,44,44,0,0,0.0,0,0.0,0.5600
SPXW,P,2023-10-27,4070.0000,44,44,0,0,0.0,0,0.0,17.2000
TOST,C,2023-11-17,21.0000,44,44,0,0,0.0,0,0.0,0.3700
SPXW,C,2024-01-31,4675.0000,44,44,0,0,0.0,0,0.0,21.3000
BAC,C,2023-10-27,26.0000,44,44,0,0,0.0,0,0.0,0.8900
ULTA,C,2023-10-06,410.0000,44,44,0,0,0.0,0,0.0,0.3500
DIA,P,2023-10-13,331.0000,44,44,0,0,0.0,0,0.0,2.8700
SPY,C,2023-10-18,421.0000,44,44,0,0,0.0,0,0.0,6.3600
RIVN,P,2023-10-13,25.0000,44,44,0,0,0.0,0,0.0,1.8500
MSFT,C,2023-11-03,340.0000,44,44,0,0,0.0,0,0.0,3.7600
NTNX,C,2023-10-20,37.5000,44,44,0,0,0.0,0,0.0,0.1500
GOOG,P,2023-12-15,140.0000,44,44,0,0,0.0,0,0.0,8.9500
BABA,P,2023-10-13,85.0000,44,44,0,0,0.0,0,0.0,2.5100
SPXW,C,2023-11-17,4050.0000,44,44,0,0,0.0,0,0.0,264.6100
ARM,C,2023-11-17,55.0000,44,41,3,0,0.0,0,0.0,3.3000
SQ,P,2023-10-06,43.0000,44,44,0,0,0.0,0,0.0,1.4600
SPXW,P,2023-10-10,4255.0000,44,44,0,0,0.0,0,0.0,27.2300
ORCL,P,2023-10-06,108.0000,44,44,0,0,0.0,0,0.0,1.4900
ATVI,P,2023-10-06,83.0000,44,44,0,0,0.0,0,0.0,0.0400
AA,C,2023-10-06,27.0000,44,44,0,0,0.0,0,0.0,0.5700
QQQ,C,2023-10-18,353.0000,44,44,0,0,0.0,0,0.0,8.6700
TSLA,P,2023-10-13,262.5000,44,44,0,0,0.0,0,0.0,8.0000
TSLA,C,2023-11-03,265.0000,44,44,0,0,0.0,0,0.0,14.8800
ESTC,C,2023-11-17,80.0000,44,44,0,0,0.0,0,0.0,3.1300
META,P,2023-10-27,305.0000,44,44,0,0,0.0,0,0.0,15.2000
PDBC,C,2023-10-20,15.0000,44,44,0,0,0.0,0,0.0,0.1000
TGT,C,2023-10-06,106.0000,44,44,0,0,0.0,0,0.0,1.2900
GOLD,C,2023-11-17,15.0000,44,44,0,0,0.0,0,0.0,0.4100
SPXL,C,2023-10-20,75.0000,44,44,0,0,0.0,0,0.0,4.3100
VXX,P,2023-10-13,21.5000,44,44,0,0,0.0,0,0.0,0.0900
T,C,2023-10-20,15.5000,44,44,0,0,0.0,0,0.0,0.0700
SPY,C,2023-11-10,427.0000,44,44,0,0,0.0,0,0.0,9.0600
SPY,P,2023-12-15,371.0000,44,13,31,0,0.0,0,0.0,2.0000
QQQ,C,2023-10-11,380.0000,44,44,0,0,0.0,0,0.0,0.0400
SPX,C,2024-05-17,4750.0000,44,44,0,0,0.0,0,0.0,62.1000
SPXW,P,2023-10-13,4310.0000,44,44,0,0,0.0,0,0.0,69.3200
RUTW,P,2023-10-04,1735.0000,44,44,0,0,0.0,0,0.0,7.0600
SPX,C,2024-08-16,4375.0000,44,44,0,0,0.0,0,0.0,286.3900
QQQ,C,2023-11-10,362.0000,44,44,0,0,0.0,0,0.0,9.8100
YANG,P,2023-10-20,9.0000,44,44,0,0,0.0,0,0.0,0.0800
SPY,C,2023-12-15,458.0000,44,23,21,0,0.0,0,0.0,1.4800
TZA,P,2023-10-13,33.0000,44,44,0,0,0.0,0,0.0,0.9000
XPEV,P,2023-10-06,17.5000,44,44,0,0,0.0,0,0.0,0.2000
STZ,C,2023-10-06,257.5000,44,44,0,0,0.0,0,0.0,1.6200
LTH,C,2023-11-17,17.5000,44,44,0,0,0.0,0,0.0,0.4000
XOM,P,2023-10-13,106.0000,44,43,1,0,0.0,0,0.0,0.5800
TSLA,C,2023-11-17,285.0000,44,44,0,0,0.0,0,0.0,10.1200
XSP,C,2023-10-06,435.0000,44,44,0,0,0.0,0,0.0,0.1000
DLTR,P,2023-10-06,102.0000,44,44,0,0,0.0,0,0.0,0.2400
T,C,2023-10-27,14.5000,44,44,0,0,0.0,0,0.0,0.4100
SPXW,C,2023-11-03,4320.0000,44,44,0,0,0.0,0,0.0,61.1000
SPX,C,2025-06-20,5000.0000,44,44,0,0,0.0,0,0.0,187.5800
SPX,P,2025-06-20,4500.0000,44,44,0,0,0.0,0,0.0,383.6400
SPXW,P,2023-10-12,4290.0000,44,44,0,0,0.0,0,0.0,61.4300
DVN,C,2023-10-06,47.5000,44,44,0,0,0.0,0,0.0,0.0200
SPX,P,2024-02-16,3720.0000,44,44,0,0,0.0,0,0.0,42.6000
SPXW,C,2023-10-12,4460.0000,44,44,0,0,0.0,0,0.0,0.4500
SPXW,P,2023-10-18,4075.0000,44,44,0,0,0.0,0,0.0,12.1900
SPX,P,2024-01-19,3200.0000,44,44,0,0,0.0,0,0.0,10.4000
DVN,C,2023-10-06,47.0000,44,44,0,0,0.0,0,0.0,0.0200
ROKU,C,2023-10-20,81.0000,44,44,0,0,0.0,0,0.0,0.3700
RIVN,P,2025-01-17,30.0000,44,44,0,0,0.0,0,0.0,10.7500
PFE,P,2023-10-06,32.5000,44,44,0,0,0.0,0,0.0,0.1000
LABU,P,2023-10-06,3.5000,44,44,0,0,0.0,0,0.0,0.2500
PLTR,C,2023-11-17,15.0000,44,34,10,0,0.0,0,0.0,1.9600
ZS,P,2023-10-13,145.0000,44,44,0,0,0.0,0,0.0,1.4500
SPXW,C,2023-11-10,4375.0000,44,44,0,0,0.0,0,0.0,42.7900
BP,C,2023-10-20,38.0000,44,44,0,0,0.0,0,0.0,0.2700
CRWD,P,2023-10-13,162.5000,44,8,36,0,0.0,0,0.0,2.7800
DIA,P,2023-10-27,324.0000,44,44,0,0,0.0,0,0.0,2.2300
TNA,P,2023-10-06,23.5000,44,44,0,0,0.0,0,0.0,0.0500
VIXW,C,2023-11-01,25.0000,44,44,0,0,0.0,0,0.0,0.8000
SPXW,P,2024-01-31,2900.0000,44,44,0,0,0.0,0,0.0,6.6000
TSLA,P,2023-10-13,205.0000,44,44,0,0,0.0,0,0.0,0.0800
QQQ,P,2023-10-16,342.0000,44,44,0,0,0.0,0,0.0,1.0300
GOOGL,P,2024-12-20,100.0000,44,44,0,0,0.0,0,0.0,4.3000
MSFT,P,2023-10-20,320.0000,44,44,0,0,0.0,0,0.0,6.9000
TSLA,C,2024-06-21,400.0000,44,44,0,0,0.0,0,0.0,13.0000
TNA,P,2024-01-19,33.0000,44,44,0,0,0.0,0,0.0,7.7500
VXX,C,2023-10-06,28.0000,44,44,0,0,0.0,0,0.0,0.0500
NKE,C,2023-10-06,99.0000,44,44,0,0,0.0,0,0.0,0.0700
KMI,C,2023-10-06,16.5000,44,44,0,0,0.0,0,0.0,0.0100
SQQQ,P,2024-01-19,20.0000,44,44,0,0,0.0,0,0.0,2.7800
SPY,C,2023-12-15,463.0000,44,44,0,0,0.0,0,0.0,0.9800
NVAX,C,2023-10-13,8.0000,44,44,0,0,0.0,0,0.0,0.3200
SPXW,C,2023-11-10,4550.0000,44,44,0,0,0.0,0,0.0,4.8000
RIOT,P,2023-10-20,15.0000,44,44,0,0,0.0,0,0.0,5.9500
XBI,P,2023-12-15,62.0000,44,44,0,0,0.0,0,0.0,1.2200
WAL,C,2023-10-06,41.0000,44,44,0,0,0.0,0,0.0,2.0000
HE,C,2024-03-15,15.0000,44,44,0,0,0.0,0,0.0,1.0500
RUT,P,2023-12-15,1630.0000,44,44,0,0,0.0,0,0.0,27.8200
AMD,P,2023-10-27,103.0000,44,44,0,0,0.0,0,0.0,3.9000
SPXW,P,2023-11-08,4175.0000,44,44,0,0,0.0,0,0.0,57.6500
MSFT,P,2023-11-17,260.0000,44,44,0,0,0.0,0,0.0,0.8500
AMC2,C,2024-01-19,5.0000,44,44,0,0,0.0,0,0.0,0.0200
SPX,C,2024-03-15,4575.0000,44,44,0,0,0.0,0,0.0,70.3600
PLTR,P,2023-10-20,15.5000,44,44,0,0,0.0,0,0.0,0.6300
ACB,C,2023-10-13,1.0000,44,44,0,0,0.0,0,0.0,0.0100
RIVN,P,2023-10-27,22.5000,44,44,0,0,0.0,0,0.0,1.0300
SPXW,C,2023-10-31,4240.0000,44,44,0,0,0.0,0,0.0,92.3000
QQQ,C,2023-10-13,372.0000,44,44,0,0,0.0,0,0.0,0.7400
CGC,C,2023-10-13,0.5000,44,44,0,0,0.0,0,0.0,0.2800
MU,P,2023-10-20,70.0000,44,44,0,0,0.0,0,0.0,3.0500
SPXW,P,2023-10-27,4180.0000,44,44,0,0,0.0,0,0.0,36.4900
RAD,C,2023-10-20,0.5000,44,44,0,0,0.0,0,0.0,0.1100
BABA,C,2023-12-15,100.0000,44,44,0,0,0.0,0,0.0,1.5300
DVN,C,2023-10-20,46.0000,44,44,0,0,0.0,0,0.0,0.4200
XSP,C,2023-10-18,438.0000,44,44,0,0,0.0,0,0.0,1.0200
XLE,C,2023-10-20,93.0000,44,44,0,0,0.0,0,0.0,0.1300
ATVI,P,2023-10-13,83.0000,44,44,0,0,0.0,0,0.0,0.1900
SPXW,P,2023-10-04,4425.0000,44,44,0,0,0.0,0,0.0,163.2500
SQ,P,2023-10-20,46.0000,44,44,0,0,0.0,0,0.0,4.5200
PINS,C,2023-10-20,28.0000,44,44,0,0,0.0,0,0.0,0.3100
CCL,C,2023-10-13,13.0000,44,44,0,0,0.0,0,0.0,0.5000
SPX,C,2024-12-20,4375.0000,44,44,0,0,0.0,0,0.0,377.9800
SPX,C,2024-08-16,4250.0000,44,44,0,0,0.0,0,0.0,356.9700
NVDA,P,2023-10-06,382.5000,44,44,0,0,0.0,0,0.0,0.0200
SHLS,P,2023-11-17,20.0000,44,44,0,0,0.0,0,0.0,3.8000
RIOT,P,2023-10-20,7.0000,43,43,0,0,0.0,0,0.0,0.1000
XLU,C,2023-10-20,60.0000,43,43,0,0,0.0,0,0.0,0.2300
HAL,C,2023-10-13,41.5000,43,43,0,0,0.0,0,0.0,0.1200
SPXW,P,2023-11-17,4235.0000,43,43,0,0,0.0,0,0.0,79.3000
TSLA,P,2024-01-19,190.0000,43,43,0,0,0.0,0,0.0,5.2000
BAC,P,2024-06-21,25.0000,43,43,0,0,0.0,0,0.0,2.0400
AMD,P,2023-10-20,99.0000,43,43,0,0,0.0,0,0.0,1.6900
SPX,P,2023-10-20,4500.0000,43,43,0,0,0.0,0,0.0,239.3100
SPXW,C,2023-10-06,4185.0000,43,43,0,0,0.0,0,0.0,85.4500
PANW,C,2023-11-17,280.0000,43,43,0,0,0.0,0,0.0,1.3700
NVDA,C,2024-03-15,655.0000,43,43,0,0,0.0,0,0.0,8.6500
MO,C,2023-10-20,45.0000,43,37,6,0,0.0,0,0.0,0.0100
SE,C,2024-01-19,55.0000,43,43,0,0,0.0,0,0.0,1.9800
TNA,C,2023-10-27,29.0000,43,43,0,0,0.0,0,0.0,0.5300
CCJ,C,2024-03-15,40.0000,43,43,0,0,0.0,0,0.0,2.8300
CVX,C,2024-01-19,170.0000,43,43,0,0,0.0,0,0.0,5.8200
SPXW,P,2023-10-04,4360.0000,43,43,0,0,0.0,0,0.0,99.7800
KEY,P,2024-03-15,8.0000,43,43,0,0,0.0,0,0.0,0.5400
PBR,C,2023-10-06,13.5000,43,43,0,0,0.0,0,0.0,0.5300
SPX,P,2024-03-15,3750.0000,43,43,0,0,0.0,0,0.0,53.2000
DIS,C,2023-10-20,79.0000,43,43,0,0,0.0,0,0.0,1.9300
VXX,P,2023-11-10,18.0000,43,43,0,0,0.0,0,0.0,0.0800
SPY,C,2023-12-15,501.0000,43,0,43,0,0.0,0,0.0,0.0600
DIS,P,2023-10-06,85.0000,43,43,0,0,0.0,0,0.0,5.6300
SPXW,P,2023-10-10,4085.0000,43,43,0,0,0.0,0,0.0,1.7300
RBLX,C,2023-10-20,31.0000,43,43,0,0,0.0,0,0.0,0.6700
SPXW,P,2023-11-03,3775.0000,43,43,0,0,0.0,0,0.0,4.9500
VIX,P,2023-10-18,22.0000,43,43,0,0,0.0,0,0.0,3.7600
UNG,P,2023-10-27,6.5000,43,43,0,0,0.0,0,0.0,0.1200
AAL,C,2023-10-06,12.0000,43,43,0,0,0.0,0,0.0,0.7200
RTX,C,2023-10-06,75.0000,43,43,0,0,0.0,0,0.0,0.0100
KRE,P,2023-10-27,39.5000,43,43,0,0,0.0,0,0.0,1.0400
SPXW,P,2023-12-15,4195.0000,43,43,0,0,0.0,0,0.0,89.8000
USO,P,2023-11-17,75.0000,43,43,0,0,0.0,0,0.0,3.1200
USO,C,2023-10-06,79.0000,43,43,0,0,0.0,0,0.0,0.0800
CVX,C,2023-10-13,175.0000,43,43,0,0,0.0,0,0.0,0.0700
SPX,P,2023-11-17,3785.0000,43,43,0,0,0.0,0,0.0,10.7000
XBI,P,2023-11-17,60.0000,43,43,0,0,0.0,0,0.0,0.4200
SPXW,P,2023-10-12,4145.0000,43,43,0,0,0.0,0,0.0,8.7000
IWM,C,2023-11-17,174.0000,43,33,10,0,0.0,0,0.0,3.6800
SPXW,C,2023-12-15,4480.0000,43,43,0,0,0.0,0,0.0,41.3000
SNV,C,2023-10-20,26.0000,43,43,0,0,0.0,0,0.0,1.2000
JPM,P,2023-10-13,142.0000,43,43,0,0,0.0,0,0.0,3.0000
SPY,C,2023-12-15,475.0000,43,24,19,0,0.0,0,0.0,0.3800
RIOT,P,2023-11-10,5.0000,43,43,0,0,0.0,0,0.0,0.0600
META,P,2023-10-20,270.0000,43,42,1,0,0.0,0,0.0,0.8100
XLE,P,2023-12-15,82.0000,43,43,0,0,0.0,0,0.0,2.3700
ROKU,C,2023-10-13,70.0000,43,43,0,0,0.0,0,0.0,2.5500
CVS,P,2023-11-17,67.5000,43,43,0,0,0.0,0,0.0,2.2400
USO,P,2023-10-20,74.0000,43,43,0,0,0.0,0,0.0,1.4700
UPRO,C,2023-10-06,40.0000,43,43,0,0,0.0,0,0.0,0.8500
SPXW,P,2024-03-28,3900.0000,43,43,0,0,0.0,0,0.0,81.1600
JPM,C,2023-10-13,135.0000,43,43,0,0,0.0,0,0.0,8.0600
SPXW,C,2023-10-31,4625.0000,43,43,0,0,0.0,0,0.0,0.4500
SPXW,C,2023-11-03,4405.0000,43,43,0,0,0.0,0,0.0,25.5000
GDX,P,2024-03-15,25.0000,43,43,0,0,0.0,0,0.0,1.7300
XHB,P,2023-12-15,94.0000,43,43,0,0,0.0,0,0.0,19.5100
BAC,C,2023-12-15,32.0000,43,43,0,0,0.0,0,0.0,0.0700
SPXW,P,2023-10-18,4185.0000,43,43,0,0,0.0,0,0.0,26.0900
SPXW,C,2023-10-31,4575.0000,43,43,0,0,0.0,0,0.0,1.0200
UPS,C,2023-10-20,165.0000,43,43,0,0,0.0,0,0.0,0.2000
SPXW,P,2023-10-27,4310.0000,43,43,0,0,0.0,0,0.0,84.1000
HD,P,2023-11-17,340.0000,43,43,0,0,0.0,0,0.0,49.1700
BAC,P,2023-11-17,28.0000,43,43,0,0,0.0,0,0.0,2.3600
CCJ,C,2023-10-06,35.5000,43,43,0,0,0.0,0,0.0,0.5600
RIO,P,2023-11-17,55.0000,43,43,0,0,0.0,0,0.0,0.7000
REI,C,2023-12-15,2.0000,43,43,0,0,0.0,0,0.0,0.0900
SAFE,C,2023-11-17,22.5000,43,43,0,0,0.0,0,0.0,0.0800
SCHW,P,2023-10-13,45.0000,43,43,0,0,0.0,0,0.0,0.1000
IWM,P,2023-10-20,181.0000,43,43,0,0,0.0,0,0.0,9.6400
SHOP,C,2023-10-20,55.0000,43,43,0,0,0.0,0,0.0,1.2300
RUN,C,2023-11-17,12.5000,43,43,0,0,0.0,0,0.0,0.6300
SPY,C,2023-11-17,453.0000,43,43,0,0,0.0,0,0.0,1.0900
SNOW,P,2023-10-06,147.0000,43,43,0,0,0.0,0,0.0,0.4600
AGNC,C,2024-01-19,10.0000,43,43,0,0,0.0,0,0.0,0.1200
DVN,C,2024-03-15,50.0000,43,43,0,0,0.0,0,0.0,2.0200
SNV,C,2024-02-16,26.0000,43,43,0,0,0.0,0,0.0,2.8800
SPXW,P,2023-10-31,4025.0000,43,43,0,0,0.0,0,0.0,17.0500
META,P,2023-10-13,265.0000,43,43,0,0,0.0,0,0.0,0.2000
SOFI,C,2024-03-15,12.0000,43,43,0,0,0.0,0,0.0,0.3300
SPX,P,2024-06-21,4600.0000,43,43,0,0,0.0,0,0.0,345.7700
TQQQ,C,2023-10-06,39.5000,43,43,0,0,0.0,0,0.0,0.0300
CVX,C,2023-12-15,170.0000,43,43,0,0,0.0,0,0.0,3.9900
SPY,C,2023-10-27,433.0000,43,43,0,0,0.0,0,0.0,3.2100
RIOT,P,2023-11-10,15.0000,43,43,0,0,0.0,0,0.0,6.0200
XSP,P,2023-10-18,395.0000,43,43,0,0,0.0,0,0.0,0.4200
IWM,C,2023-12-15,181.0000,43,43,0,0,0.0,0,0.0,2.5700
SPXW,C,2023-10-10,4230.0000,43,43,0,0,0.0,0,0.0,57.5200
SPXW,C,2023-10-11,4465.0000,43,43,0,0,0.0,0,0.0,0.1500
SPXW,P,2023-10-12,4210.0000,43,43,0,0,0.0,0,0.0,20.6000
GUSH,C,2023-12-15,35.0000,43,43,0,0,0.0,0,0.0,3.1800
RIOT,C,2023-10-20,10.5000,43,43,0,0,0.0,0,0.0,0.2500
TLT,P,2023-11-17,75.0000,43,43,0,0,0.0,0,0.0,0.2000
SLV,C,2025-01-17,22.0000,43,43,0,0,0.0,0,0.0,2.0700
MU,P,2023-10-06,68.0000,43,43,0,0,0.0,0,0.0,0.7700
PSX,P,2023-10-20,115.0000,43,43,0,0,0.0,0,0.0,5.8200
SPXW,C,2023-10-20,4530.0000,43,43,0,0,0.0,0,0.0,0.6200
VZ,C,2023-10-27,33.0000,43,43,0,0,0.0,0,0.0,0.2000
PEP,C,2023-10-06,170.0000,43,43,0,0,0.0,0,0.0,0.5600
XLE,C,2024-09-30,115.0000,43,43,0,0,0.0,0,0.0,1.3500
DIA,C,2023-10-13,338.0000,43,43,0,0,0.0,0,0.0,0.6200
PANW,C,2023-10-13,247.5000,43,43,0,0,0.0,0,0.0,0.8700
SPXW,C,2023-10-20,4505.0000,43,43,0,0,0.0,0,0.0,1.2500
SPXW,C,2023-10-19,4350.0000,43,43,0,0,0.0,0,0.0,18.8500
SPXW,P,2023-10-10,4110.0000,43,43,0,0,0.0,0,0.0,2.7500
MSFT,C,2023-10-27,330.0000,43,43,0,0,0.0,0,0.0,5.8000
ADBE,P,2023-10-13,440.0000,43,43,0,0,0.0,0,0.0,0.1300
FXI,C,2023-10-20,26.5000,43,43,0,0,0.0,0,0.0,0.3000
SPXW,C,2023-10-16,4365.0000,43,43,0,0,0.0,0,0.0,11.2000
SPXW,C,2023-10-17,4370.0000,43,43,0,0,0.0,0,0.0,11.1000
SLCA,C,2023-10-20,14.0000,43,43,0,0,0.0,0,0.0,0.1000
SPXW,C,2023-10-10,4440.0000,43,43,0,0,0.0,0,0.0,0.1500
SPXW,C,2023-12-15,4475.0000,43,43,0,0,0.0,0,0.0,40.8000
FCX,C,2023-10-13,36.0000,43,43,0,0,0.0,0,0.0,0.6600
SPXW,P,2023-11-17,4265.0000,43,43,0,0,0.0,0,0.0,89.8000
OXY,C,2023-10-13,65.0000,43,43,0,0,0.0,0,0.0,0.1100
NEE,C,2023-11-17,52.5000,43,43,0,0,0.0,0,0.0,2.2300
NVDA,C,2023-10-13,432.5000,43,43,0,0,0.0,0,0.0,14.1500
GDX,C,2023-10-06,26.5000,43,43,0,0,0.0,0,0.0,0.0700
SPY,C,2023-10-13,455.0000,43,43,0,0,0.0,0,0.0,0.0200
TSLA,P,2023-10-06,185.0000,43,43,0,0,0.0,0,0.0,0.0100
UPWK,P,2023-10-20,10.0000,43,43,0,0,0.0,0,0.0,0.1600
UVXY,C,2023-11-17,19.0000,43,43,0,0,0.0,0,0.0,2.3500
BRKB,C,2023-11-17,350.0000,43,43,0,0,0.0,0,0.0,5.7100
USO,C,2023-10-13,79.0000,43,43,0,0,0.0,0,0.0,0.4500
SPXW,P,2023-11-17,4245.0000,43,43,0,0,0.0,0,0.0,93.6400
META,P,2023-10-06,277.5000,43,43,0,0,0.0,0,0.0,0.0300
UNG,C,2023-10-20,7.5000,43,43,0,0,0.0,0,0.0,0.0800
IWM,C,2023-10-20,183.0000,43,43,0,0,0.0,0,0.0,0.1100
SPXW,C,2023-11-17,4790.0000,43,43,0,0,0.0,0,0.0,0.4500
STNG,P,2023-10-20,50.0000,43,43,0,0,0.0,0,0.0,2.8000
SPY,P,2023-11-10,395.0000,43,43,0,0,0.0,0,0.0,1.6800
NKE,C,2024-06-21,125.0000,43,43,0,0,0.0,0,0.0,1.5600
XLU,C,2023-10-06,57.0000,43,43,0,0,0.0,0,0.0,0.5100
INTC,P,2023-10-13,33.0000,43,43,0,0,0.0,0,0.0,0.1300
DIS,P,2023-10-20,78.0000,43,43,0,0,0.0,0,0.0,1.2400
MRK,P,2023-10-20,100.0000,43,43,0,0,0.0,0,0.0,1.0500
AMZN,C,2024-01-19,115.0000,43,43,0,0,0.0,0,0.0,18.3700
SPXW,P,2023-11-03,3875.0000,43,43,0,0,0.0,0,0.0,10.2100
DIS,C,2023-10-13,79.0000,43,43,0,0,0.0,0,0.0,1.5300
ARM,P,2023-10-20,50.0000,42,42,0,0,0.0,0,0.0,0.8500
RUTW,P,2023-10-31,1630.0000,42,42,0,0,0.0,0,0.0,10.6200
EBIX,P,2023-10-13,4.5000,42,42,0,0,0.0,0,0.0,0.2500
AMD,P,2023-10-20,101.0000,42,42,0,0,0.0,0,0.0,2.2600
NVDA,C,2023-10-20,565.0000,42,42,0,0,0.0,0,0.0,0.0800
COIN,C,2024-01-19,115.0000,42,42,0,0,0.0,0,0.0,2.6800
VIX,C,2023-10-18,75.0000,42,42,0,0,0.0,0,0.0,0.0400
SPXW,C,2023-10-10,4590.0000,42,42,0,0,0.0,0,0.0,0.0500
RBLX,P,2023-10-20,29.5000,42,42,0,0,0.0,0,0.0,1.2200
CCJ,C,2023-10-06,36.5000,42,42,0,0,0.0,0,0.0,0.4700
RTX,C,2023-10-06,90.0000,42,42,0,0,0.0,0,0.0,0.0100
NVDA,P,2024-01-19,330.0000,42,42,0,0,0.0,0,0.0,6.4900
SYF,P,2024-01-19,24.0000,42,42,0,0,0.0,0,0.0,0.7100
SQ,P,2023-10-13,41.0000,42,37,5,0,0.0,0,0.0,0.8500
SPXW,P,2023-10-31,4135.0000,42,42,0,0,0.0,0,0.0,43.5000
TLT,C,2023-10-20,94.0000,42,42,0,0,0.0,0,0.0,0.0900
QQQ,P,2023-11-17,370.0000,42,42,0,0,0.0,0,0.0,15.6300
SPXW,C,2023-12-15,4250.0000,42,42,0,0,0.0,0,0.0,152.0000
SPX,P,2024-06-21,2725.0000,42,42,0,0,0.0,0,0.0,17.3000
SPXW,C,2023-10-31,4235.0000,42,42,0,0,0.0,0,0.0,95.8000
FSR,P,2023-10-13,7.0000,42,42,0,0,0.0,0,0.0,0.7700
ENPH,C,2023-10-13,117.0000,42,42,0,0,0.0,0,0.0,4.0300
SOXL,C,2023-10-13,23.5000,42,42,0,0,0.0,0,0.0,0.0500
